순위,브랜드명,의류명,링크,품번,성별,조회수,누적판매량(1년),좋아요
381위,레더리,크랙드 스티치 슬링백 [BLACK],https://www.musinsa.com/app/goods/2688928?loc=goods_rank,LRBG2301BKF,남 여,4.8천 회 이상,400개 이상,"2,167"
382위,아이띵소,SERO NEAT BAG 세로 니트백,https://www.musinsa.com/app/goods/3041675?loc=goods_rank,5001736557,여,2.9천 회 이상,50개 이상,623
383위,마뗑킴,EASY BAG IN BLACK,https://www.musinsa.com/app/goods/1969608?loc=goods_rank,P0000DFR,여,5.5천 회 이상,300개 이상,"4,685"
384위,로우로우,스트링 가드닝 백팩 759 Lavender,https://www.musinsa.com/app/goods/3184412?loc=goods_rank,RBP7593LVZF,남,,,8
385위,코닥,스몰 투어리스트 메신저백 BLACK,https://www.musinsa.com/app/goods/3009184?loc=goods_rank,K3143LBG02BLK,남,1.7천 회 이상,50개 이상,370
386위,아차,나일론 멀티 사코슈 백 _ 그레이,https://www.musinsa.com/app/goods/1792038?loc=goods_rank,BG21SS02,남 여,500회 이상,,165
387위,로우로우,스트링 가드닝 백팩 759 Sage Green,https://www.musinsa.com/app/goods/3184414?loc=goods_rank,RBP7593SGZF,남,,,12
388위,하이,여성 퍼프지나 버킷백 - 부티크블루 / PFGBTQBLUE,https://www.musinsa.com/app/goods/2753871?loc=goods_rank,PFGBTQBLUEFW22,여,2.5천 회 이상,50개 미만,519
389위,소곤소곤,bloom black mini shoulder bag,https://www.musinsa.com/app/goods/2689183?loc=goods_rank,sgminisb 001,여,,,195
390위,아이홉소,라운드 스트링 시즌2 백팩,https://www.musinsa.com/app/goods/2213506?loc=goods_rank,583867,남,1.5천 회 이상,100개 이상,461
391위,마지언타이틀,[x NO COFFEE] 텀블러백 (블랙/그레이),https://www.musinsa.com/app/goods/2868631?loc=goods_rank,342035,남 여,,,89
392위,에스에스와이,노트 스트랩 미니 크로스백 블랙,https://www.musinsa.com/app/goods/2426217?loc=goods_rank,ssy22ss-notbag,남,1.2천 회 이상,500개 이상,"2,218"
393위,오아이오아이,플래그 로고 짐색_아이보리,https://www.musinsa.com/app/goods/3097646?loc=goods_rank,OI1A1SBA21_2,남 여,,,230
394위,라퍼지스토어,버핑레더 미니 문 슬링백_Black,https://www.musinsa.com/app/goods/2780440?loc=goods_rank,m1037_684824,남 여,1.3만 회 이상,1.7천 개 이상,"5,799"
395위,인트존,캐릭터 노트북파우치 가방 13/14/15/16/17 인치,https://www.musinsa.com/app/goods/1751891?loc=goods_rank,INTC-340X,라이프,600회 이상,100개 이상,257
396위,라퍼지스토어,윈드셀 프로퍼 쇼퍼백_Ivory,https://www.musinsa.com/app/goods/3114355?loc=goods_rank,m1037_685405,남 여,2.3천 회 이상,50개 미만,347
397위,분크,Magpie Card wallet (맥파이 카드지갑) Black,https://www.musinsa.com/app/goods/3036071?loc=goods_rank,m1037_438686,여,1.3만 회 이상,600개 이상,"2,562"
398위,네이키드니스,아카데미 백팩 카멜,https://www.musinsa.com/app/goods/1264125?loc=goods_rank,NBP002-322,남 여,1.2천 회 이상,50개 이상,206
399위,마하그리드,THIRD LOGO BACKPACK(MG2DSUAB42A),https://www.musinsa.com/app/goods/3039727?loc=goods_rank,MG2DSUAB42ABK,남 여,3.1천 회 이상,300개 이상,"1,152"
400위,드로우핏,슬랜트 메신저 크로스 백 [BLACK],https://www.musinsa.com/app/goods/1964770?loc=goods_rank,DFBG1201,남 여,2.4만 회 이상,6.2천 개 이상,"19,565"
401위,나이스고스트클럽,NGC 슬링 백_블랙(NG2CFUAB88A),https://www.musinsa.com/app/goods/2702033?loc=goods_rank,NG2CFUAB88ABK,라이프,1.8만 회 이상,1.5천 개 이상,"14,190"
402위,톰브라운,남성 미디움 페블 그레인 레더 클러치 - 블랙 / UAC005A00198001,https://www.musinsa.com/app/goods/2688308?loc=goods_rank,UAC005A00198001FW22,남,1.1천 회 이상,,141
403위,써네이,공용 스트라이프 쇼퍼백 - 블랙 / MACCXBAG027BLKS,https://www.musinsa.com/app/goods/2614068?loc=goods_rank,MACCXBAG027BLKSSS22,남 여,700회 이상,,137
404위,위글위글,레디백 - Wiggle Bear,https://www.musinsa.com/app/goods/3042179?loc=goods_rank,PWIKR550098,라이프,5.4천 회 이상,300개 이상,817
405위,필인더블랭크,Trapezoid Mini Bag (black),https://www.musinsa.com/app/goods/928243?loc=goods_rank,S7D9M01,여,5.2천 회 이상,700개 이상,"13,547"
406위,마지셔우드,PIPING MINI - vanilla crinkle,https://www.musinsa.com/app/goods/3108833?loc=goods_rank,8809838644767,여,1.2천 회 이상,,241
407위,노이에,레더보스턴백_블랙_미디움,https://www.musinsa.com/app/goods/2261685?loc=goods_rank,LBT_bk,남 여,6.5천 회 이상,500개 이상,"3,488"
408위,피치바스켓마켓,p.b bag (ivory),https://www.musinsa.com/app/goods/1947575?loc=goods_rank,P00000GF,여,2.1천 회 이상,1.7천 개 이상,"6,203"
409위,무신사 스탠다드,코듀라 스퀘어 웨이스트 백 [블랙],https://www.musinsa.com/app/goods/1604117?loc=goods_rank,MMJBG014-BK,남 여,2.5천 회 이상,1.7천 개 이상,"2,402"
410위,언더아머,여성 페이버릿 토트백 1369214-001,https://www.musinsa.com/app/goods/2654234?loc=goods_rank,1369214-001,여,800회 이상,50개 이상,383
411위,서니드클럽,SNDC 세브백 블랙,https://www.musinsa.com/app/goods/3141990?loc=goods_rank,SNDC-ACC-23-005,여,1.1천 회 이상,,128
412위,잔스포츠,슈퍼브레이크 BLACK,https://www.musinsa.com/app/goods/1528287?loc=goods_rank,JS0A4QUT008,남 여,3.3만 회 이상,8.7천 개 이상,"26,503"
413위,드로우핏,호보 레더 메신저백 [BLACK],https://www.musinsa.com/app/goods/3052416?loc=goods_rank,DFBG3101BK,남,9.8천 회 이상,200개 이상,"1,595"
414위,스퀘어라인,Layer mini shoulder/cross bag - S1011 (7color),https://www.musinsa.com/app/goods/3191896?loc=goods_rank,S1011,여,600회 이상,,118
415위,돈애스크마이플랜,댐프 글로시 에코 스트링 백팩,https://www.musinsa.com/app/goods/3212318?loc=goods_rank,23D_ST_ECO_BP_SL,여,400회 이상,,73
416위,퀄팩,트래블 더플백 QB01 블랙,https://www.musinsa.com/app/goods/1726409?loc=goods_rank,qb01bk,남 여,4.2천 회 이상,1.7천 개 이상,"2,199"
417위,돈애스크마이플랜,댐프 3WAY 미니백_핑크,https://www.musinsa.com/app/goods/2547104?loc=goods_rank,22D_SS_MNBAG_PK,남 여,900회 이상,50개 이상,650
418위,잔스포츠,크로스타운 BLACK,https://www.musinsa.com/app/goods/1757159?loc=goods_rank,JS0A47LW008,남 여,5.5천 회 이상,400개 이상,"2,721"
419위,잔스포츠,빅스튜던트 BLUE DUSK,https://www.musinsa.com/app/goods/2042950?loc=goods_rank,JS0A47JK7G7,남,800회 이상,50개 미만,245
420위,페이퍼보이,베이직 숄더백-블랙,https://www.musinsa.com/app/goods/2713422?loc=goods_rank,P22FWBA002,남 여,1.8천 회 이상,50개 이상,587
421위,무쿠앤에보니,Comfy Bag 컴피백 웜그레이,https://www.musinsa.com/app/goods/2850917?loc=goods_rank,P00000LQ,여,3.8천 회 이상,300개 이상,"1,885"
422위,럭키플래닛,프루티 캐리어 멜론 캐리온 21형,https://www.musinsa.com/app/goods/1291666?loc=goods_rank,LP10PC0403GR21,라이프,200회 이상,,66
423위,돈애스크마이플랜,댐프 3WAY 미니백 실버,https://www.musinsa.com/app/goods/1948738?loc=goods_rank,21D_SS_MNBAG_SI,남 여,1천 회 이상,300개 이상,"1,088"
424위,필인더블랭크,Trapezoid Shoulder Bag (crack)(mint),https://www.musinsa.com/app/goods/2123838?loc=goods_rank,P00000PM,여,4.4천 회 이상,1천 개 이상,"8,401"
425위,맥끌라니,977케이디 숄더백,https://www.musinsa.com/app/goods/2641252?loc=goods_rank,977keidi,여,1.4만 회 이상,600개 이상,"6,600"
426위,론즈데일,빅 스트링 슬링백 화이트 LMFAB107UWH,https://www.musinsa.com/app/goods/2339459?loc=goods_rank,LMFAB107UWH,남,,,4
427위,베이직엘르,방수 비치백 수영가방 BET-TC3,https://www.musinsa.com/app/goods/2704478?loc=goods_rank,"BET-TC31K,TC32B",남 여,900회 이상,50개 이상,357
428위,바이아틀리에,이지월렛_8컬러,https://www.musinsa.com/app/goods/2204830?loc=goods_rank,1,여,1.8천 회 이상,100개 이상,400
429위,247 서울,ALL DAY BACKPACK [BLACK],https://www.musinsa.com/app/goods/3092766?loc=goods_rank,BP_BL,남 여,400회 이상,,84
430위,스퀘어라인,Falle shoulder bag - S1004 (3color),https://www.musinsa.com/app/goods/3045076?loc=goods_rank,S1004,여,2.2만 회 이상,500개 이상,"6,885"
431위,휠라,베이직 스트링백(FS3BCF5071XBLK),https://www.musinsa.com/app/goods/2976370?loc=goods_rank,1100FS3BCF5071XBLK,남,,,13
432위,잔스포츠,슈퍼브레이크 SOFT TAN,https://www.musinsa.com/app/goods/2354874?loc=goods_rank,JS0A4QUT00Y,남,7.2천 회 이상,1.6천 개 이상,"3,919"
433위,컬럼비아,숄더스타프 힙색,https://www.musinsa.com/app/goods/2637908?loc=goods_rank,C35YU0407010,남 여,500회 이상,50개 미만,106
434위,커버낫,뉴베이직 캔버스백 블랙,https://www.musinsa.com/app/goods/2379813?loc=goods_rank,CO2200EC01BK,남 여,2.5천 회 이상,1.8천 개 이상,"3,002"
435위,드리프트아웃,DDE-105 프로포즈,https://www.musinsa.com/app/goods/1162285?loc=goods_rank,DDE-105,남,200회 이상,50개 미만,215
436위,스퀘어라인,Ross cross bag - S1003 (7color),https://www.musinsa.com/app/goods/3045082?loc=goods_rank,S1003,여,1.7천 회 이상,50개 미만,531
437위,질바이질스튜어트,[2COLOR][HEART] 레터링 하트 트위드 미니 크로스백,https://www.musinsa.com/app/goods/2851373?loc=goods_rank,JLWA2F404P2,여,1000회 이상,,523
438위,마스마룰즈,Cotton tumbler bag,https://www.musinsa.com/app/goods/2995819?loc=goods_rank,5001334619,남 여,1.1천 회 이상,50개 이상,667
439위,디어마이디어,[Mini] Logo sports  duffel Bag_Black,https://www.musinsa.com/app/goods/3197245?loc=goods_rank,140-02,여,,,46
440위,라티젠,LY MINI NET BAG(BLACK),https://www.musinsa.com/app/goods/2364502?loc=goods_rank,L22SPAC09BK,여,800회 이상,400개 이상,"2,359"
441위,리,빅 트위치 로고 에코백 인디고 다크,https://www.musinsa.com/app/goods/2306432?loc=goods_rank,LE2301BG01ID,남,3.7천 회 이상,4.7천 개 이상,"7,975"
442위,에스에스와이,2way 아웃포켓 더플 크로스백,https://www.musinsa.com/app/goods/2210665?loc=goods_rank,22ss duffle,남,2.1천 회 이상,300개 이상,"4,655"
443위,빈폴 액세서리,(BE33A3M27N)매일 낱장카드지갑 - 로열블루,https://www.musinsa.com/app/goods/3143249?loc=goods_rank,BE33A3M27N,남,,,4
444위,네스티팬시클럽,[NF] 바이리닉 볼링 숄더백 (GRAY)_F22ZE807,https://www.musinsa.com/app/goods/2734143?loc=goods_rank,F22ZE807-2,여,5.5천 회 이상,700개 이상,"6,542"
445위,스탠드오일,Butter bag Tiny · 버터백 티니,https://www.musinsa.com/app/goods/2343826?loc=goods_rank,21N-027A,여,5.4천 회 이상,600개 이상,"3,465"
446위,타미힐피거,TH 센트럴 카드 홀더 (T12D0AWL020MT1BDS),https://www.musinsa.com/app/goods/3050404?loc=goods_rank,T12D0AWL020MT1BDS,남,,,31
447위,바이모스,스트링 슬링백 2탄 - 블랙(2021),https://www.musinsa.com/app/goods/1550294?loc=goods_rank,스트링 슬링백 2탄 - 블랙(2021),남 여,4.2천 회 이상,1.2천 개 이상,"2,992"
448위,질바이질스튜어트,[BONNIE][7COLOR]로고프린트 소가죽 반지갑,https://www.musinsa.com/app/goods/2187069?loc=goods_rank,JLWA2F600BK,여,6.9천 회 이상,800개 이상,"3,871"
449위,버빌리안,칼리 크로스백_Black,https://www.musinsa.com/app/goods/2017625?loc=goods_rank,CARLY_BLACK,남 여,1.3천 회 이상,100개 이상,"1,575"
450위,바이모스,투포켓 메신저백 - 블랙(2022),https://www.musinsa.com/app/goods/2649747?loc=goods_rank,투포켓 메신저백 - 블랙(2022),남 여,2.4천 회 이상,200개 이상,763
