순위,브랜드명,의류명,링크,품번,성별,조회수,누적판매량(1년),좋아요
202위,리,트위치 로고 코듀라 메신저백 블랙,https://www.musinsa.com/app/goods/1737025?loc=goods_rank,LE2301BG24BK,남 여,9.1천 회 이상,5.8천 개 이상,"24,937"
203위,플레어업,Wave Handmade Gym Sack - Gray (FL-724),https://www.musinsa.com/app/goods/2888946?loc=goods_rank,FL-724_s.Gray,남 여,1.5만 회 이상,600개 이상,"6,583"
204위,제이에스티나,DONO 지퍼카드지갑 BK(JSTCSF0BS510BK010),https://www.musinsa.com/app/goods/1391669?loc=goods_rank,JSTCSF0BS510BK010,여,1.5천 회 이상,300개 이상,"3,270"
205위,캉골,럭키 캔버스 버켓백 Ⅱ 3902 블랙,https://www.musinsa.com/app/goods/3008948?loc=goods_rank,5001883615,여,600회 이상,50개 미만,216
206위,질바이질스튜어트,[3COLOR[브레드]체인 미니크로스백,https://www.musinsa.com/app/goods/3037524?loc=goods_rank,JLBA3E950WT JLBA3E951E2 JLBA3E952SV,여,2.4만 회 이상,200개 이상,"3,046"
207위,스퀘어라인,Layer shoulder/cross bag - S1001 (7color),https://www.musinsa.com/app/goods/3045081?loc=goods_rank,S1001,여,3.3만 회 이상,1.2천 개 이상,"8,201"
208위,에크릿,하프문백 - 블랙,https://www.musinsa.com/app/goods/1305146?loc=goods_rank,halfmoonblk,여,3.5천 회 이상,1.6천 개 이상,"22,686"
209위,그레이버 백 앤 에이씨씨,[BAG&ACC]화이트 플라워 자수 크로스 메신저백_블랙,https://www.musinsa.com/app/goods/2163476?loc=goods_rank,G(M)-BG-01-BK,남 여,1.5만 회 이상,6.3천 개 이상,"20,553"
210위,레더리,아더 클래식 체인백 [BLACK],https://www.musinsa.com/app/goods/3038001?loc=goods_rank,LRBG3103BKF,여,2.9만 회 이상,500개 이상,"4,589"
211위,제너,라운드 나일론 크로스백 [블랙],https://www.musinsa.com/app/goods/2178888?loc=goods_rank,H1BLACK,남,8.4천 회 이상,3.6천 개 이상,"7,061"
212위,예일,[900D PET RECYCLED] 3-TIER MULTI PACK (+ TRAVEL POUCH),https://www.musinsa.com/app/goods/3030215?loc=goods_rank,YD01BG0001BK,라이프,1.1천 회 이상,50개 이상,357
213위,내셔널지오그래픽,N235ACR630 스트링 미니 크로스백 BLACK,https://www.musinsa.com/app/goods/3024673?loc=goods_rank,N235ACR630099,남,900회 이상,,21
214위,예일,FLEXIBLE CITY PACK BLACK (+ TRAVEL POUCH) 45L,https://www.musinsa.com/app/goods/2697150?loc=goods_rank,YC8BG0002BK,라이프,1천 회 이상,100개 이상,517
215위,로우로우,스트링 크로스백 750 ep.2 Beige,https://www.musinsa.com/app/goods/1090152?loc=goods_rank,RCR7573BEZF,남 여,1.5천 회 이상,200개 이상,"1,693"
216위,맥끌라니,550머레이 숄더백,https://www.musinsa.com/app/goods/2673913?loc=goods_rank,550muray,여,7.5천 회 이상,400개 이상,"3,921"
217위,에크릿,호안백 - 블랙,https://www.musinsa.com/app/goods/993238?loc=goods_rank,hoanblk,여,3천 회 이상,700개 이상,"16,140"
218위,페넥,PUSH ACCORDION POCKET PLUS - DARK ORANGE,https://www.musinsa.com/app/goods/2684929?loc=goods_rank,FL3PK02DOF,여,500회 이상,50개 미만,156
219위,언에디트,Crayon Nylon Bag_5colors,https://www.musinsa.com/app/goods/3088471?loc=goods_rank,AN23SA9003,여,1.9천 회 이상,50개 미만,282
220위,필인더블랭크,Trapezoid Shoulder Bag (beige),https://www.musinsa.com/app/goods/1428184?loc=goods_rank,S9D0M02,여,3.4천 회 이상,400개 이상,"3,508"
221위,질바이질스튜어트,[2COLOR][브레드] 캔버스 포켓 볼링백,https://www.musinsa.com/app/goods/3140960?loc=goods_rank,JLBA3E615,여,7.1천 회 이상,50개 이상,923
222위,일리고,SIGNATURE BAG_SILVER,https://www.musinsa.com/app/goods/2654166?loc=goods_rank,IG22FWBAG03_SIL,여,1만 회 이상,400개 이상,"4,711"
223위,키르시,포켓 테크니컬 스트링 백팩 [블랙],https://www.musinsa.com/app/goods/1261853?loc=goods_rank,KPRRBBP706M,여,6.3천 회 이상,2.2천 개 이상,"10,681"
224위,필인더블랭크,Vintage Denim 2-way Bag,https://www.musinsa.com/app/goods/3029316?loc=goods_rank,P00000WT,여,9.8천 회 이상,100개 이상,"2,086"
225위,노스페이스,NM2DP52A 핫샷,https://www.musinsa.com/app/goods/3045584?loc=goods_rank,NM2DP52A,남,1.4만 회 이상,900개 이상,"2,526"
226위,쎄르페,도시 방랑자 가방,https://www.musinsa.com/app/goods/1878051?loc=goods_rank,sserpe21ssbg01,여,4.1천 회 이상,300개 이상,"3,066"
227위,메종미네드,TWO BUCKLE MESSENGER BAG,https://www.musinsa.com/app/goods/940853?loc=goods_rank,M19SBB1010,남 여,8.2천 회 이상,4.8천 개 이상,"25,480"
228위,플리즈프로젝트,2-way Leather padding bag_silver,https://www.musinsa.com/app/goods/1882508?loc=goods_rank,가방011,여,4천 회 이상,500개 이상,"3,771"
229위,어널로이드,아가일 버튼 백 / 와인,https://www.musinsa.com/app/goods/2088835?loc=goods_rank,P0000EFA,남,500회 이상,,138
230위,필인더블랭크,Trapezoid Mini Tote Bag (silver),https://www.musinsa.com/app/goods/2395477?loc=goods_rank,P00000SA,여,7.7천 회 이상,800개 이상,"5,295"
231위,르아보네,GATTI bag_black,https://www.musinsa.com/app/goods/1671967?loc=goods_rank,ACG0BK,여,1.5천 회 이상,200개 이상,"4,228"
232위,무신사 스탠다드,코듀라 빅 사이즈 백팩 [블랙],https://www.musinsa.com/app/goods/1604110?loc=goods_rank,MMJBG008-BK,남 여,7.3천 회 이상,4.5천 개 이상,"7,731"
233위,레더리,크랙드 크로스백 [BLACK],https://www.musinsa.com/app/goods/2688927?loc=goods_rank,LRBG2303BKO,남 여,1.2만 회 이상,1.6천 개 이상,"5,697"
234위,데상트,스포츠베이직 슬링백 S,https://www.musinsa.com/app/goods/2992801?loc=goods_rank,SO123HBG11,남,,50개 미만,31
235위,오타이,러슬링 숄더 백 [오프 화이트],https://www.musinsa.com/app/goods/1820312?loc=goods_rank,019-01,여,1.1천 회 이상,50개 미만,538
236위,루에브르,Chaine de Rosee FZ3SX630-G4,https://www.musinsa.com/app/goods/3020906?loc=goods_rank,FZ3SX6300_G4,여,400회 이상,,122
237위,내셔널 퍼블리시티,HARBOR HQ 가죽 크로스 슬링백,https://www.musinsa.com/app/goods/2192992?loc=goods_rank,N215UBSB01BK0FR,남,9.4천 회 이상,2.3천 개 이상,"11,817"
238위,헤지스 맨 액세서리,[Online Limited] 블랙 실버바장식 소가죽 카드지갑,https://www.musinsa.com/app/goods/2351351?loc=goods_rank,HJHO3E942BK,남,1.4천 회 이상,300개 이상,645
239위,마뗑킴,BABY SPORTY TOTE BAG IN BLACK,https://www.musinsa.com/app/goods/2577899?loc=goods_rank,MK2213BG020M0BB,여,1.8만 회 이상,1천 개 이상,"9,399"
240위,분크,Magpie Card Wallet (맥파이 카드지갑) Light beige,https://www.musinsa.com/app/goods/3035781?loc=goods_rank,m1037_833779,여,3.4천 회 이상,100개 이상,666
241위,아모프레,amoupre 레터링 숄더백 (NAVY),https://www.musinsa.com/app/goods/3162963?loc=goods_rank,5002320367,남,500회 이상,,77
242위,질스튜어트액세서리,[젤라또]아이보리 가죽 쁘띠 참장식 2단 반지갑,https://www.musinsa.com/app/goods/2244097?loc=goods_rank,JAWA2E931I2,여,1000회 이상,100개 이상,"1,122"
243위,헤지스 맨 액세서리,[Online Limited] 블랙 퍼피 장식 가죽 카드홀더,https://www.musinsa.com/app/goods/2351353?loc=goods_rank,HJHO3F991BK,남,3천 회 이상,400개 이상,"1,174"
244위,레더리,스퀘어 토트백 [BLACK],https://www.musinsa.com/app/goods/2325729?loc=goods_rank,LRBG1407BK,남 여,1.1만 회 이상,1.9천 개 이상,"7,372"
245위,쎄르페,방랑자 가방,https://www.musinsa.com/app/goods/1417382?loc=goods_rank,sserpe20ssbg03,남 여,1만 회 이상,1.6천 개 이상,"11,201"
246위,데이라이프,포스트 업 크로스백 (퍼플),https://www.musinsa.com/app/goods/2223252?loc=goods_rank,2597759,남 여,400회 이상,50개 미만,138
247위,아모프레,amoupre 레터링 숄더백 (GREEN),https://www.musinsa.com/app/goods/3162959?loc=goods_rank,5002320366,남,,,25
248위,필인더블랭크,Trapezoid PK Shoulder Bag (eggshell),https://www.musinsa.com/app/goods/3028885?loc=goods_rank,P00000VS,여,1만 회 이상,200개 이상,"2,415"
249위,조셉앤스테이시,Lucky Pleats Knit Daisy Wing (ALL),https://www.musinsa.com/app/goods/2689346?loc=goods_rank,LPKWINGDAISYALL,여,1.6천 회 이상,100개 이상,784
250위,마뗑킴,EASY BAG IN BEIGE,https://www.musinsa.com/app/goods/1969611?loc=goods_rank,P0000DFS,여,3.9천 회 이상,200개 이상,"4,852"
251위,와릿이즌,엔젤 투포켓 데이백 아이보리,https://www.musinsa.com/app/goods/2682692?loc=goods_rank,MG2300BP03IV,남 여,1.8천 회 이상,200개 이상,558
252위,스탠드오일,Fluffy Regular · 플러피 레귤러,https://www.musinsa.com/app/goods/2344209?loc=goods_rank,21N-025A,여,1.6만 회 이상,2.7천 개 이상,"12,682"
253위,키코,스마트 다소니 24인치 프레임 캐리어,https://www.musinsa.com/app/goods/2615405?loc=goods_rank,SMART-DASONY-24,여,4.1천 회 이상,500개 이상,"2,672"
254위,엠엘비,빅 다이아 모노그램 자카드 스몰 토트백 NY (Black),https://www.musinsa.com/app/goods/3009151?loc=goods_rank,3AORS013N-50BKS,여,500회 이상,,135
255위,발렌시아가,여성 미디움 에브리데이 카메라 크로스백 - 블랙 / 67926715YUN1090,https://www.musinsa.com/app/goods/2809008?loc=goods_rank,67926715YUN1090FW22,여,2천 회 이상,50개 미만,563
256위,에이지 그레이,코듀라더블버클2웨이백팩,https://www.musinsa.com/app/goods/1241170?loc=goods_rank,A043CD2B,남,7.2천 회 이상,300개 이상,"2,450"
257위,제이에스티나,JOELLE FALLIN MINI 크로스 BK (JHNCHE2BS831BK010),https://www.musinsa.com/app/goods/2411369?loc=goods_rank,JHNCHE2BS831BK010,여,1.8천 회 이상,50개 이상,"1,368"
258위,캉골,럭키 캔버스 버켓백 3850 아이보리,https://www.musinsa.com/app/goods/2322459?loc=goods_rank,2249588,여,2.2천 회 이상,400개 이상,"2,797"
259위,조셉앤스테이시,Lucky Pleats Knit M (ALL),https://www.musinsa.com/app/goods/2948133?loc=goods_rank,LPKMALL,여,3.2천 회 이상,300개 이상,841
260위,네이키드니스,아이콘 메신저백 블랙,https://www.musinsa.com/app/goods/693525?loc=goods_rank,NB15ACR090,남 여,2.1만 회 이상,7.2천 개 이상,"24,417"
261위,드로우핏,멀티 스트랩 미니 백 [CREAM],https://www.musinsa.com/app/goods/1456516?loc=goods_rank,DFBG0002IV,남 여,1.9천 회 이상,400개 이상,"3,215"
262위,에스에스알엘,optimal nylon 2way tote bag / black,https://www.musinsa.com/app/goods/2059540?loc=goods_rank,SB15ATO020101,남,5.1천 회 이상,1.4천 개 이상,"3,280"
263위,퀄팩,신발수납 더플백 QB08 블랙,https://www.musinsa.com/app/goods/1739238?loc=goods_rank,qb08_bk,남 여,8.2천 회 이상,4.9천 개 이상,"5,329"
264위,분크,Toque tote S (토크 토트 스몰) Light beige,https://www.musinsa.com/app/goods/3029926?loc=goods_rank,m1037_396858,여,7.9천 회 이상,100개 이상,"1,660"
265위,잔스포츠,엔보이 BLACK,https://www.musinsa.com/app/goods/1744101?loc=goods_rank,JS00T45G008,남 여,1.8만 회 이상,6.1천 개 이상,"13,115"
266위,클렙튼,여행용캐리어 3ZETS 20/24/29 MS,https://www.musinsa.com/app/goods/929477?loc=goods_rank,1664163,남,3.1천 회 이상,900개 이상,"2,257"
267위,내셔널 퍼블리시티,CARSON HQ 가죽 메신저 크로스 백,https://www.musinsa.com/app/goods/2193016?loc=goods_rank,N215UBMG02BK0FR,남,2.6천 회 이상,600개 이상,"2,781"
268위,분크,Toque Baguette Minicross (토크 바게트 미니크로스)_5colors,https://www.musinsa.com/app/goods/3029920?loc=goods_rank,m1037_846535,여,8.7천 회 이상,100개 이상,"1,774"
269위,잔스포츠,크로스타운 BUCKSHOT CAMO,https://www.musinsa.com/app/goods/2071230?loc=goods_rank,JS0A47LW7Z7,남 여,,,112
270위,플리츠마마,숄더백 블랙,https://www.musinsa.com/app/goods/1115628?loc=goods_rank,VSB801010070,여,200회 이상,50개 미만,298
