순위,브랜드명,의류명,링크,품번,성별,조회수,누적판매량(1년),좋아요
425위,크록스,여성 CLASSIC PLATFORM CLOG W WT (22SWCL206750),https://www.musinsa.com/app/goods/2379722?loc=goods_rank,22SWCL206750_Z100,여,7.7천 회 이상,1.1천 개 이상,"8,701"
426위,슈펜,라운드토 니트 플랫 1.0 MIST79S04,https://www.musinsa.com/app/goods/1760882?loc=goods_rank,744589,여,300회 이상,50개 이상,76
427위,크록스,여성 CLASSIC PLATFORM CLOG W BONE (22SWCL206750),https://www.musinsa.com/app/goods/2386251?loc=goods_rank,22SWCL206750_Z2Y2,여,2.8천 회 이상,1천 개 이상,"4,510"
428위,버켄스탁,취리히 SFB 모카 1009530,https://www.musinsa.com/app/goods/725042?loc=goods_rank,1 소프트풋베드,남 여,1.8천 회 이상,100개 이상,"1,290"
429위,크록스,성인 CROCBAND WHJ (22SUCL11016),https://www.musinsa.com/app/goods/2323982?loc=goods_rank,22SUCL11016_Z11I,남 여,5.3천 회 이상,2천 개 이상,"4,890"
430위,락피쉬웨더웨어,WISLEY SCRUNCH FLAT - PINK,https://www.musinsa.com/app/goods/3045296?loc=goods_rank,RF1SHBD1FL001PK,여,3.8천 회 이상,50개 이상,700
431위,앤션트 그릭 샌들,여성 일레프테리아 샌들 - 블랙 / 101951025BLACK,https://www.musinsa.com/app/goods/2625448?loc=goods_rank,101951025BLACKSS22,여,300회 이상,,56
432위,닥터마틴,1461 스웨이드,https://www.musinsa.com/app/goods/3192026?loc=goods_rank,27458268,남 여,1000회 이상,,68
433위,뉴발란스,NBPADS121Z / BB550LSB (BLUE),https://www.musinsa.com/app/goods/3219089?loc=goods_rank,NBPADS121Z_50,남 여,200회 이상,,5
434위,아디다스,아딜렛 22 - 라이트 핑크 / HP6516,https://www.musinsa.com/app/goods/3103381?loc=goods_rank,HP6516,남 여,7천 회 이상,200개 이상,505
435위,로맨틱무브,뉴스마트로퍼 R14M008  (블랙),https://www.musinsa.com/app/goods/127121?loc=goods_rank,00048,남,3.4천 회 이상,2.2천 개 이상,"4,610"
436위,테바,우먼즈 보야 인피니티 / 1019622-WSW,https://www.musinsa.com/app/goods/2452100?loc=goods_rank,1019622-WSW,여,6.4천 회 이상,1.1천 개 이상,"1,695"
437위,질바이질스튜어트,[2COLOR][핼리] 토캡 플랫 슈즈,https://www.musinsa.com/app/goods/3027312?loc=goods_rank,JLSO3E161CR JLSO3E161I2,여,2.6천 회 이상,50개 이상,729
438위,킨,유니크 샌들 White,https://www.musinsa.com/app/goods/3138454?loc=goods_rank,1018698,여,1.7천 회 이상,,143
439위,커스텀에이드,4cm 스웨이드 모크슈즈 트래비스(CR0070),https://www.musinsa.com/app/goods/3146852?loc=goods_rank,CR0070,남 여,3.8천 회 이상,50개 미만,258
440위,킨,뉴포트 H2 샌들 Black,https://www.musinsa.com/app/goods/2378988?loc=goods_rank,1001907,남,1000회 이상,,122
441위,쓰리투에이티,STRAP MARY JANE PLATFORM (BLACK),https://www.musinsa.com/app/goods/3153724?loc=goods_rank,TH23SSH004BK,여,800회 이상,,197
442위,닥터마틴,2976 벡스 블랙 / 26205001,https://www.musinsa.com/app/goods/2138088?loc=goods_rank,26205001,남 여,1.2천 회 이상,200개 이상,"3,145"
443위,쿠어,로우컷 플랫폼 플립플랍 (블랙),https://www.musinsa.com/app/goods/3094382?loc=goods_rank,CXD2SH01C-BLK,남 여,3천 회 이상,50개 미만,287
444위,무신사 스탠다드,룸 슈즈 [차콜 그레이],https://www.musinsa.com/app/goods/953979?loc=goods_rank,MIRS0001-CG,남 여,600회 이상,700개 이상,"1,096"
445위,크록스,여성 BAYA PLATFORM CLOG WWT (23SWCL208186),https://www.musinsa.com/app/goods/3179503?loc=goods_rank,23SWCL208186_Z11S,여,2.6천 회 이상,50개 미만,253
446위,밸롭,[2PACK]컨비니언트 샌들,https://www.musinsa.com/app/goods/2672627?loc=goods_rank,BA02010182_1&1,남 여,1000회 이상,100개 이상,59
447위,로스트가든,Yard_bl_sh,https://www.musinsa.com/app/goods/1110317?loc=goods_rank,LOGA99,남,1.5천 회 이상,100개 이상,"2,679"
448위,아일랜드슬리퍼,PT203 타우페,https://www.musinsa.com/app/goods/2032683?loc=goods_rank,234789_mu,남 여,2.9천 회 이상,500개 이상,"1,068"
449위,아디다스,아딜렛 22 - 화이트 / HQ4672,https://www.musinsa.com/app/goods/2972873?loc=goods_rank,HQ4672,남 여,1만 회 이상,400개 이상,"1,082"
450위,발렌시아가,남성 카프스킨 블로퍼 - 블랙 / 678365WA72N1080,https://www.musinsa.com/app/goods/3150183?loc=goods_rank,678365WA72N1080SS22,남,400회 이상,,4
