순위,브랜드명,의류명,링크,품번,성별,조회수,누적판매량(1년),좋아요
49위,킨,샨티 슬라이드 White,https://www.musinsa.com/app/goods/2435822?loc=goods_rank,1026264,남,8.7천 회 이상,500개 이상,"2,172"
50위,킨,유니크 슬리퍼 슬라이드 Black,https://www.musinsa.com/app/goods/2379002?loc=goods_rank,1022371,남 여,900회 이상,50개 이상,550
51위,레이첼콕스,Flat_Cecile R2338p_2cm,https://www.musinsa.com/app/goods/1969330?loc=goods_rank,R2338p,여,,,72
52위,로맨틱무브,뉴탐페레 첼시 부츠 R17M077 (블랙),https://www.musinsa.com/app/goods/685185?loc=goods_rank,655,남,7.8천 회 이상,6.4천 개 이상,"26,691"
53위,바토즈,Pollock30_Black,https://www.musinsa.com/app/goods/1185438?loc=goods_rank,Pollock30,남,500회 이상,50개 이상,"1,361"
54위,엠엘비,빅볼청키 다이아 모노그램 NY (Black),https://www.musinsa.com/app/goods/2699715?loc=goods_rank,3ASHCDM2N-50BKS,남 여,1.7천 회 이상,500개 이상,"1,875"
55위,닥터마틴,닥스 블랙 하이드로 슬리퍼 / 25764001,https://www.musinsa.com/app/goods/1810759?loc=goods_rank,25764001,남 여,1.7천 회 이상,400개 이상,"2,908"
56위,무드나잇,BUTTER Glove Pumps - 5color 6cm 라운드 글로브 펌프스,https://www.musinsa.com/app/goods/2771318?loc=goods_rank,MD0133,여,,,20
57위,뉴발란스,NBPADS120E / BB550VTC (GREEN),https://www.musinsa.com/app/goods/3093902?loc=goods_rank,NBPADS120E_40,남 여,1.1만 회 이상,100개 이상,"1,669"
58위,로맨틱무브,뉴스마트로퍼 R14M008  (블랙),https://www.musinsa.com/app/goods/127121?loc=goods_rank,00048,남,3.4천 회 이상,2.2천 개 이상,"4,610"
59위,질바이질스튜어트,[2COLOR][핼리] 컬러배색 메리제인 플랫슈즈,https://www.musinsa.com/app/goods/3074834?loc=goods_rank,JLSO3E159,여,1.1만 회 이상,200개 이상,"2,190"
60위,아디다스,알파바운스 슬라이드 - 화이트:블랙 / FX1326,https://www.musinsa.com/app/goods/1339622?loc=goods_rank,FX1326,남 여,3.6만 회 이상,2.4만 개 이상,"24,240"
61위,락포트,베드포드 페니 로퍼 CI9759,https://www.musinsa.com/app/goods/2921902?loc=goods_rank,CI9759,남,3.6천 회 이상,100개 이상,307
62위,락피쉬웨더웨어,LOWEN RAIN BOOTS LONG - 3color,https://www.musinsa.com/app/goods/3134565?loc=goods_rank,RF1SHBD1RB007,여,2.3천 회 이상,,288
63위,크록스,공용 BAYABAND CLOG WTN (23SUCL205089),https://www.musinsa.com/app/goods/3049313?loc=goods_rank,23SUCL205089_Z126,남 여,5.1만 회 이상,4.1천 개 이상,"7,290"
64위,무신사 스탠다드,와이드 스퀘어 페니 로퍼 [블랙],https://www.musinsa.com/app/goods/2816814?loc=goods_rank,MMBFL871-BK,남 여,5.4천 회 이상,1천 개 이상,"2,116"
65위,아디다스,알파바운스 슬라이드 2.0 - 블랙:화이트 / GY9415,https://www.musinsa.com/app/goods/2432733?loc=goods_rank,GY9415,남 여,2.2만 회 이상,1만 개 이상,"4,608"
66위,킨,샨티 슬라이드 Merlot,https://www.musinsa.com/app/goods/3126907?loc=goods_rank,1027372,남 여,4.1천 회 이상,50개 이상,448
67위,피렌체 아뜨리에,하이 앵클라인 슬림토 첼시부츠 3342 [BLACK FG],https://www.musinsa.com/app/goods/2143827?loc=goods_rank,3342,남,500회 이상,100개 이상,589
68위,레인보우샌들,더블 레이어 SIERRA BROWN,https://www.musinsa.com/app/goods/1762562?loc=goods_rank,302ALTS0 SRBR,남 여,3천 회 이상,700개 이상,"1,017"
69위,버켄스탁,지제 스톤 043391,https://www.musinsa.com/app/goods/501182?loc=goods_rank,3,남 여,1000회 이상,300개 이상,"1,259"
70위,닥터마틴,1461 가드,https://www.musinsa.com/app/goods/2445902?loc=goods_rank,27465001,남,3.2천 회 이상,50개 미만,474
71위,락피쉬웨더웨어,SCRUNCH FLAT - CREAM,https://www.musinsa.com/app/goods/2359771?loc=goods_rank,RF1SHBC1FL004CM,여,2.8천 회 이상,300개 이상,"2,429"
72위,갭,소프트 워킹 슬리퍼(블랙),https://www.musinsa.com/app/goods/2306631?loc=goods_rank,970461,남 여,1.4만 회 이상,5.4천 개 이상,"5,032"
73위,흐꺙,Harmony - Orange,https://www.musinsa.com/app/goods/3077330?loc=goods_rank,TT-00051,여,,,34
74위,크록스,공용 CROCBAND WT (23SUCL11016),https://www.musinsa.com/app/goods/3049328?loc=goods_rank,23SUCL11016_Z100,남 여,1.1만 회 이상,700개 이상,"1,859"
75위,크록스,공용 BAYABAND CLOG BKW (23SUCL205089),https://www.musinsa.com/app/goods/3037699?loc=goods_rank,23SUCL205089_Z066,남 여,1만 회 이상,1.1천 개 이상,851
76위,미우미우,여성 자카드 로고 데님 슬라이드 - 블루엣 / 5XX5583LKYF0016,https://www.musinsa.com/app/goods/2381942?loc=goods_rank,5XX5583LKYF0016SS22,여,2천 회 이상,,616
77위,닥터마틴,칠튼 블랙 하이드로 슬리퍼 / 25766001,https://www.musinsa.com/app/goods/1810760?loc=goods_rank,25766001,남 여,5천 회 이상,300개 이상,"2,533"
78위,슈하이,베로니카 로우 레이스업 워커 B1516 (3 Colors),https://www.musinsa.com/app/goods/2748483?loc=goods_rank,B1516,여,,,132
79위,헤레우,여성 라사다 펌프스 - 크림 / WFS21LLAS00215594332,https://www.musinsa.com/app/goods/2951516?loc=goods_rank,WFS21LLAS00215594332FW22,여,300회 이상,,68
80위,크록스,공용 CLASSIC CRUSH CLOG BK (23SUCL207521),https://www.musinsa.com/app/goods/3004196?loc=goods_rank,23SUCL207521_Z001,남 여,6.6천 회 이상,200개 이상,882
81위,닥터마틴,1461 3홀 블랙 스무스 / 11838002,https://www.musinsa.com/app/goods/595039?loc=goods_rank,11838002,남 여,1.3만 회 이상,3.2천 개 이상,"15,354"
82위,무신사 스탠다드,스퀘어 첼시 부츠 [블랙],https://www.musinsa.com/app/goods/2355319?loc=goods_rank,MMBFB109-BK,남 여,2.8천 회 이상,1.3천 개 이상,"3,149"
83위,커스텀에이드,4.5cm 소가죽 코만도 더비 구두 컴포트(CR0004),https://www.musinsa.com/app/goods/1087674?loc=goods_rank,CR0004,남 여,4천 회 이상,1.9천 개 이상,0
84위,빅토리아 슈즈,오다 메리제인 (104913-NEGRO),https://www.musinsa.com/app/goods/1699941?loc=goods_rank,104913-NEGRO,여,1.5만 회 이상,8.7천 개 이상,"19,047"
85위,야세,503 5.5CM 미니멀 스퀘어 더비,https://www.musinsa.com/app/goods/1296051?loc=goods_rank,1445073,남,4천 회 이상,2.3천 개 이상,"10,687"
86위,조셉트,PAUL,https://www.musinsa.com/app/goods/1438359?loc=goods_rank,JOS141BL,남,7.3천 회 이상,1.5천 개 이상,"3,917"
87위,닥터마틴,1460 8홀 벡스 블랙 스무스 / 25345001,https://www.musinsa.com/app/goods/1656532?loc=goods_rank,25345001,남 여,1.8천 회 이상,200개 이상,"4,903"
88위,락피쉬웨더웨어,TILDA CHELSEA RAIN BOOTS SHORT - 2color,https://www.musinsa.com/app/goods/3134622?loc=goods_rank,RF1SHBD1RB003,여,1.6천 회 이상,,172
89위,닥터마틴,1461 3홀 레오파드 카키 스무스 / 27686384,https://www.musinsa.com/app/goods/2742042?loc=goods_rank,27686384,남 여,300회 이상,,60
90위,세스띠,베이직 웨스턴 롱부츠 (BLACK),https://www.musinsa.com/app/goods/2255224?loc=goods_rank,XYALA6174_BK,여,1.6천 회 이상,50개 이상,842
