순위,브랜드명,의류명,링크,품번,성별,조회수,누적판매량(1년),좋아요
33위,마뗑킴,SPORTY TOTE BAG IN BLACK,https://www.musinsa.com/app/goods/2235274?loc=goods_rank,MTK21BBG016W0BB,여,3.9만 회 이상,2천 개 이상,"18,656"
34위,마뗑킴,ACCORDION WALLET IN LIGHT YELLOW,https://www.musinsa.com/app/goods/2527611?loc=goods_rank,MK2212WL001M0LY,남 여,1.1만 회 이상,900개 이상,"4,552"
35위,오소이,MINI BROT - BLACK,https://www.musinsa.com/app/goods/2117333?loc=goods_rank,16FB010-03-01,여,1.7천 회 이상,200개 이상,"1,980"
36위,마스마룰즈,halfmoon cross bag_black,https://www.musinsa.com/app/goods/2320927?loc=goods_rank,5000578839,남 여,6.1만 회 이상,9.6천 개 이상,"33,326"
37위,마뗑킴,ACCORDION MINI BAG IN BLACK,https://www.musinsa.com/app/goods/2770508?loc=goods_rank,MK2279BG030M0BB,여,2.1만 회 이상,1.2천 개 이상,"11,712"
38위,스위치,CITY BOYS BRIEFCASE 002 Stone Grey,https://www.musinsa.com/app/goods/1936055?loc=goods_rank,CT-014-SG,남,1.1천 회 이상,200개 이상,869
39위,노스페이스,NM2DP51A 빅샷,https://www.musinsa.com/app/goods/1034480?loc=goods_rank,NM2DP51A,남 여,5.7만 회 이상,1.6만 개 이상,"54,011"
40위,루에브르,Sac de Flute FA2SB083-FH,https://www.musinsa.com/app/goods/2771867?loc=goods_rank,FA2SB0830_FH,여,500회 이상,,327
41위,스탠드오일,Clam bag · 클램백,https://www.musinsa.com/app/goods/2558602?loc=goods_rank,22G-038A,여,1.6만 회 이상,3.4천 개 이상,"8,697"
42위,레인스,백팩 블랙,https://www.musinsa.com/app/goods/2411089?loc=goods_rank,612077,남,,,34
43위,스탠드오일,Oblong bag Mini · 오블롱백 미니,https://www.musinsa.com/app/goods/2344540?loc=goods_rank,21N-017A,여,6.3만 회 이상,2.4만 개 이상,"46,570"
44위,스컬프터,Oldschool Slouchy Backpack Sage,https://www.musinsa.com/app/goods/3034745?loc=goods_rank,CR22A512GR,여,2.9만 회 이상,900개 이상,"9,974"
45위,하 아카이브,블랙 나일론 아이패드백,https://www.musinsa.com/app/goods/1453531?loc=goods_rank,S#bi,남 여,1.8만 회 이상,4.3천 개 이상,"19,536"
46위,파인드카푸어,마크백 26 크링클드 - 블랙 1010819,https://www.musinsa.com/app/goods/2368641?loc=goods_rank,1010819,남 여,4.8천 회 이상,900개 이상,"4,258"
47위,필인더블랭크,Trapezoid PK Shoulder Bag (oatmeal),https://www.musinsa.com/app/goods/2744332?loc=goods_rank,P00000UJ,여,1.3만 회 이상,900개 이상,"9,050"
48위,마뗑킴,BABY SPORTY TOTE BAG IN IVORY,https://www.musinsa.com/app/goods/2754066?loc=goods_rank,MK2234BG020M0IV,여,1만 회 이상,200개 이상,"3,775"
49위,이우가마카라스,H-Buckle Mini Holster Bag,https://www.musinsa.com/app/goods/2408314?loc=goods_rank,01-33,남 여,3.3천 회 이상,200개 이상,"3,070"
50위,도프제이슨,카우하이드 크로스백,https://www.musinsa.com/app/goods/1744983?loc=goods_rank,DF22SS807,남,3.9천 회 이상,700개 이상,"5,123"
51위,잔스포츠,슈퍼브레이크 플러스 랩탑 BLACK,https://www.musinsa.com/app/goods/1534526?loc=goods_rank,JS0A4QUE1008,남 여,1.8만 회 이상,6.1천 개 이상,"13,715"
52위,파인드카푸어,핑고백 20 크링클드 T 에디션 세트 - 라이트핑크,https://www.musinsa.com/app/goods/2821290?loc=goods_rank,1000382,여,300회 이상,,126
53위,제이에스티나,JOELLE MAY EW 쇼퍼 BK (JHNCHC2BS211BK270),https://www.musinsa.com/app/goods/2413073?loc=goods_rank,JHNCHC2BS211BK270,여,1.8천 회 이상,100개 이상,"2,263"
54위,피스메이커,[사은품 증정] STRING SQ PRO BACKPACK (BLACK),https://www.musinsa.com/app/goods/1273614?loc=goods_rank,401054523,남,3.6천 회 이상,200개 이상,"2,703"
55위,5.11택티컬,레벨 10 크로스백 13L (블랙),https://www.musinsa.com/app/goods/1877439?loc=goods_rank,120854,남,,,2
56위,카네이테이,이클립스 (블랙),https://www.musinsa.com/app/goods/2584181?loc=goods_rank,1034825,남 여,1.8만 회 이상,1.9천 개 이상,"8,356"
57위,플레어업,Wave Handmade Gym Sack - Gray (FL-724),https://www.musinsa.com/app/goods/2888946?loc=goods_rank,FL-724_s.Gray,남 여,1.5만 회 이상,500개 이상,"6,563"
58위,라브라크,탱크 PC 캐리어 20인치 24인치 28인치 블랙,https://www.musinsa.com/app/goods/3196354?loc=goods_rank,2240460,남,200회 이상,,13
59위,레더리,볼티드 스퀘어 숄더백 [BLACK],https://www.musinsa.com/app/goods/3038000?loc=goods_rank,LRBG3106BKF,여,9만 회 이상,2.8천 개 이상,"17,674"
60위,아포아,파오 롱 핸드백 소프트 핑크 크링클,https://www.musinsa.com/app/goods/2483308?loc=goods_rank,001,여,1.4천 회 이상,50개 이상,"1,298"
61위,세터,누오로 3Way 백 글로시 블랙,https://www.musinsa.com/app/goods/2836187?loc=goods_rank,ALLSEASON,남,3.3천 회 이상,300개 이상,"2,337"
62위,캉골,센추리 메신저백 2060 블랙,https://www.musinsa.com/app/goods/3031553?loc=goods_rank,5001981577,남,2.2천 회 이상,50개 이상,395
63위,하 아카이브,2웨이 워털루 블랙 나일론 더플백,https://www.musinsa.com/app/goods/1247560?loc=goods_rank,S#wd1,남 여,2.3만 회 이상,4.5천 개 이상,"35,673"
64위,아크테릭스,[SS23] 맨티스 2 웨이스트팩,https://www.musinsa.com/app/goods/3142239?loc=goods_rank,682861,남,3천 회 이상,50개 이상,89
65위,백투베이직스,미뇽 미니 토트 백 Mignon Mini Tote bag - 블랙,https://www.musinsa.com/app/goods/3145211?loc=goods_rank,Mignon Hobo bag,여,1.4천 회 이상,,229
66위,플리즈프로젝트,"LIGHT QUILTING BACKPACK 15L, BEIGE",https://www.musinsa.com/app/goods/3112835?loc=goods_rank,백팩,여,,,57
67위,뉴발란스,NBGCDSS102 / AUTHENTIC V4 BACKPACK (BLACK),https://www.musinsa.com/app/goods/2259642?loc=goods_rank,NBGCDSS102_19,남 여,4.8천 회 이상,100개 이상,740
68위,하이,여성 프레니 토트백 - 블랙 / FRNBLACK,https://www.musinsa.com/app/goods/3140739?loc=goods_rank,FRNBLACKSS23,여,1.3천 회 이상,,98
69위,잔스포츠,빅스튜던트 BLACK,https://www.musinsa.com/app/goods/1581689?loc=goods_rank,JS47JK008K3,남,2.6만 회 이상,6.5천 개 이상,"18,672"
70위,로우로우,스트링 백팩 750 ep.2 Black,https://www.musinsa.com/app/goods/1090160?loc=goods_rank,RBP7573BKZF,남 여,5.7천 회 이상,2.8천 개 이상,"16,219"
71위,스탠드오일,Chubby cross bag · 츄비 크로스백,https://www.musinsa.com/app/goods/2793965?loc=goods_rank,22S-054A,여,1만 회 이상,1.2천 개 이상,"3,193"
72위,질 샌더,공용 로고 엠보 카드 홀더 - 블랙 / J25VL0009P4966001,https://www.musinsa.com/app/goods/2992143?loc=goods_rank,J25VL0009P4966001FW22,남 여,1.3천 회 이상,,126
73위,밈더워드로브,크랙 레더 빅 토트백_블랙,https://www.musinsa.com/app/goods/2672333?loc=goods_rank,M223BB1BK,남,5.4천 회 이상,700개 이상,"4,493"
74위,알키알카,클래식 핑퐁 (Baby Pink),https://www.musinsa.com/app/goods/2933829?loc=goods_rank,akakpp22,여,1.2천 회 이상,,547
75위,누깍,BACKPACK INN 백팩 이너튜브 백팩,https://www.musinsa.com/app/goods/2354979?loc=goods_rank,159541,라이프,,,42
76위,드로우핏,슬랜트 메신저 크로스 백 [BLACK],https://www.musinsa.com/app/goods/1964770?loc=goods_rank,DFBG1201,남 여,2.4만 회 이상,6.2천 개 이상,"19,556"
77위,히어리,달리아 하프문 백_레드,https://www.musinsa.com/app/goods/3149674?loc=goods_rank,POPPY BLK,여,,,94
78위,코드그라피,CGP 아치 로고 백팩_블랙(+미니 파우치),https://www.musinsa.com/app/goods/3011494?loc=goods_rank,CBCS1BS002BK,남,1.4만 회 이상,1.9천 개 이상,"5,180"
79위,마뗑킴,ACCORDION MINI BAG IN YELLOW GREEN,https://www.musinsa.com/app/goods/3024800?loc=goods_rank,MK2279BG030M0YN,여,5.1천 회 이상,50개 미만,697
80위,하이,여성 다코타 토트백 - 라이트 블루 / DKTBLIGHTBLUE,https://www.musinsa.com/app/goods/3140744?loc=goods_rank,DKTBLIGHTBLUESS23,여,500회 이상,,137
81위,마뗑킴,QUILTING ACCORDION WALLET IN BLACK,https://www.musinsa.com/app/goods/2837239?loc=goods_rank,MK2279WL005M0BB,남 여,1.3만 회 이상,600개 이상,"5,548"
82위,마뗑킴,ACCORDION WALLET IN GREEN,https://www.musinsa.com/app/goods/1969479?loc=goods_rank,P0000DFE,남 여,1.2만 회 이상,2.4천 개 이상,"9,236"
83위,매드고트,시티 투포켓 토트백_카키그레이 MGCTPTKHG,https://www.musinsa.com/app/goods/3004217?loc=goods_rank,5002040546,남,1000회 이상,,201
84위,메종미네드,TWO POCKET BACKPACK,https://www.musinsa.com/app/goods/913402?loc=goods_rank,MMQ7AH001A,남 여,,,"28,495"
85위,헤이즈,스마트 테크노 수하물용 28인치 확장 캐리어,https://www.musinsa.com/app/goods/2609009?loc=goods_rank,10142-0001-30,라이프,,,28
86위,스탠드오일,Ooze bag ·  어즈백,https://www.musinsa.com/app/goods/3061969?loc=goods_rank,23M-068A,여,2.4만 회 이상,300개 이상,947
87위,오스트카카,리카 미니 바스켓 샌드베이지,https://www.musinsa.com/app/goods/1906732?loc=goods_rank,BOBBAVS549BE000,여,300회 이상,,50
88위,아틀리에파크,브리백팩_실버,https://www.musinsa.com/app/goods/3161077?loc=goods_rank,1,여,4천 회 이상,50개 미만,726
89위,스탠드오일,Oblong bag Tiny · 오블롱백 티니,https://www.musinsa.com/app/goods/2395695?loc=goods_rank,22F-026A,여,8.3천 회 이상,2.4천 개 이상,"7,717"
90위,제이에스티나,LUCY 카드탑지퍼 GN (JSNESF2BF910GN010),https://www.musinsa.com/app/goods/2874494?loc=goods_rank,JSNESF2BF910GN010,여,,,53
