순위,브랜드명,의류명,링크,품번,성별,조회수,누적판매량(1년),좋아요
20위,무신사 스탠다드,세미 와이드 히든 밴딩 슬랙스 [블랙],https://www.musinsa.com/app/goods/1149329?loc=goods_rank,MIPS0003-BK,남,21.4만 회 이상,7.8만 개 이상,"84,995"
21위,낫포너드,Nylon Racing Pants - Black,https://www.musinsa.com/app/goods/3209840?loc=goods_rank,PT071BK,남,400회 이상,,108
22위,코드그라피,[SET][기본핏+레귤러핏 선택] 크리스피 나일론 쇼츠 -13컬러,https://www.musinsa.com/app/goods/1436218?loc=goods_rank,CBCU3PS002CBCU3PS014,남 여,4.6만 회 이상,4.2만 개 이상,"46,443"
23위,굿라이프웍스,[여름원단] 와이드 빅포켓 밴딩 카고 팬츠 카키,https://www.musinsa.com/app/goods/2060719?loc=goods_rank,21FLGP07KH,남 여,17.8만 회 이상,2만 개 이상,"43,108"
24위,세븐셀라,세미와이드 카고조거 스토퍼 Black,https://www.musinsa.com/app/goods/1595607?loc=goods_rank,WSTSCJBK,남,3.9만 회 이상,7.5천 개 이상,"22,785"
25위,플랙,스텝 M23 라이트 블루,https://www.musinsa.com/app/goods/3062147?loc=goods_rank,PJTH5STM235LI1,남,1.6만 회 이상,200개 이상,991
26위,네스티팬시클럽,[NF] 유틸리티 나일론 후드 셋업_F23QB468XQD843,https://www.musinsa.com/app/goods/3049798?loc=goods_rank,F23QB468XQD843,여,2.8만 회 이상,400개 이상,"4,651"
27위,노이어,코튼-나일론 파라슈트 팬츠 (블랙),https://www.musinsa.com/app/goods/3062837?loc=goods_rank,N23SPT06-BK,남,1.8만 회 이상,300개 이상,"1,899"
28위,아디다스,아디브레이크 팬츠 - 블랙 / GN2807,https://www.musinsa.com/app/goods/883004?loc=goods_rank,GN2807,여,4.1만 회 이상,8.6천 개 이상,"70,612"
29위,무신사 스탠다드,스트레이트 데님 팬츠 [크림],https://www.musinsa.com/app/goods/2028326?loc=goods_rank,MMANP005-CR,남,6.7만 회 이상,1.8만 개 이상,"22,446"
30위,제로,Deep One Tuck Sweat Pants [Grey],https://www.musinsa.com/app/goods/1551840?loc=goods_rank,2020F11,남,19.3만 회 이상,13.6만 개 이상,"187,925"
31위,쿠어,데님믹스 나일론 트랙 팬츠 (스틸그레이),https://www.musinsa.com/app/goods/3094527?loc=goods_rank,CXD2PT20K-STG,남 여,1.7만 회 이상,100개 이상,"1,098"
32위,모드나인,Blue Specter - MOD7w,https://www.musinsa.com/app/goods/2192777?loc=goods_rank,Blue Specter - MOD7w,남,2.1만 회 이상,3.1천 개 이상,"10,429"
33위,모드나인,Turn me On - MOD7w,https://www.musinsa.com/app/goods/1573215?loc=goods_rank,Turn me On - MOD7w,남,5.2만 회 이상,9.4천 개 이상,"28,438"
34위,토피,와이드 데님 팬츠 (R.BLACK),https://www.musinsa.com/app/goods/2131950?loc=goods_rank,TAF-WDDP,남,7만 회 이상,1.2만 개 이상,"17,945"
35위,낫포너드,Wide String Cargo Slacks Pants Black,https://www.musinsa.com/app/goods/1370101?loc=goods_rank,PT024BK,남,15.2만 회 이상,5.4만 개 이상,"87,491"
36위,더바이닐하우스,FLIGHT DENIM PANTS BLACK,https://www.musinsa.com/app/goods/3053931?loc=goods_rank,VH2DSUD100ABK,남 여,3.8천 회 이상,50개 이상,715
37위,세터,가봉 데님 버뮤다 팬츠 라이트 블루,https://www.musinsa.com/app/goods/3105530?loc=goods_rank,SA23SS,남,3.5천 회 이상,50개 미만,353
38위,오버듀플레어,Lace trim jumpsuite,https://www.musinsa.com/app/goods/2739904?loc=goods_rank,S519461,여,600회 이상,50개 미만,141
39위,더그린랩,릴렉스드 스웻팬츠 [블랙],https://www.musinsa.com/app/goods/3214269?loc=goods_rank,GA1-UFP-01-N,남,,,23
40위,감마갤러리,[8COLOR] 파라슈트 팬츠,https://www.musinsa.com/app/goods/2723714?loc=goods_rank,G2202PT03GN,남,7.4만 회 이상,5.1천 개 이상,"16,485"
41위,모드나인,Black Diamond - MOD1s,https://www.musinsa.com/app/goods/1796549?loc=goods_rank,Black Diamond - MOD1s,남,3천 회 이상,1천 개 이상,"2,808"
42위,노이어,와이드 데님 팬츠 (블랙),https://www.musinsa.com/app/goods/2129180?loc=goods_rank,N22WDN01-BK,남,2.9천 회 이상,500개 이상,"2,163"
43위,굿라이프웍스,이지 와이드 데님 팬츠 그레이,https://www.musinsa.com/app/goods/2092852?loc=goods_rank,21FLGP20GR,남 여,21.3만 회 이상,5.2만 개 이상,"89,250"
44위,테이크이지,우먼스 월계수 와이드팬츠(블랙),https://www.musinsa.com/app/goods/2562527?loc=goods_rank,T22PT026,여,6.1만 회 이상,1.6만 개 이상,"37,162"
45위,엑스트라오디너리,UTILITY 2 PANTS CHARCOAL,https://www.musinsa.com/app/goods/3065919?loc=goods_rank,5003311586,남 여,1만 회 이상,100개 이상,540
46위,낫포너드,Nylon Cargo Wide Pants - Light Grey,https://www.musinsa.com/app/goods/1985223?loc=goods_rank,PT042GR,남,6.7만 회 이상,7천 개 이상,"18,982"
47위,노클,001 Nylon Pants Black,https://www.musinsa.com/app/goods/3067675?loc=goods_rank,noc130,남,1.6천 회 이상,50개 미만,176
48위,비슬로우,ONE TUCK CURVED JEAN_IVORY,https://www.musinsa.com/app/goods/1753536?loc=goods_rank,BSS21SONTUCUJEIV,남,1.4만 회 이상,5.2천 개 이상,"16,878"
49위,후러브스아트,유니섹스 세미 와이드 밴딩 슬랙스,https://www.musinsa.com/app/goods/750908?loc=goods_rank,1804050,남 여,19.8만 회 이상,17.8만 개 이상,"224,257"
50위,쿠어,자카드 와이드 레그 팬츠 (블랙),https://www.musinsa.com/app/goods/3203086?loc=goods_rank,CXD3PT02V-BLK,남,800회 이상,,22
51위,쿠어,유틸리티 지퍼 플랩 팬츠 (차콜그레이),https://www.musinsa.com/app/goods/2774582?loc=goods_rank,CXC4PT06C-CGR,남 여,5.1천 회 이상,500개 이상,"2,737"
52위,굿라이프웍스,와이드 절개 벌룬팬츠 코튼 카키,https://www.musinsa.com/app/goods/2060759?loc=goods_rank,21FLGP05KH,남 여,9.8만 회 이상,2만 개 이상,"47,846"
53위,폴로 랄프 로렌,클래식 핏 폴로 프렙스터 - 옐로우,https://www.musinsa.com/app/goods/1836723?loc=goods_rank,MNPOSHO14G20150-700,남,500회 이상,50개 미만,102
54위,제로,Classic Sweat Pants [Black],https://www.musinsa.com/app/goods/404950?loc=goods_rank,xero541,남,1.5만 회 이상,1.1만 개 이상,"23,652"
55위,포터리,Wool Tapered Pants British Hard Wool Gabardine Cloth (Dark Gray),https://www.musinsa.com/app/goods/3043287?loc=goods_rank,PCD0MPT201DG,남,3.8천 회 이상,50개 이상,124
56위,어반스터프,듀러블 롱 벌룬 팬츠 (인디고),https://www.musinsa.com/app/goods/2749153?loc=goods_rank,U22-BD02-ID,남 여,4.8만 회 이상,3천 개 이상,"12,074"
57위,무신사 스탠다드,와이드 히든 밴딩 슬랙스 [미디엄 그레이],https://www.musinsa.com/app/goods/1222184?loc=goods_rank,MIPS0004-MR,남,6.8만 회 이상,4.7만 개 이상,"77,766"
58위,디키즈,레귤러핏 874 팬츠 - 블랙,https://www.musinsa.com/app/goods/2877984?loc=goods_rank,DK010609BLK,남 여,2만 회 이상,1.9천 개 이상,"4,193"
59위,모드나인,Blue Stardust - MOD1w,https://www.musinsa.com/app/goods/2261213?loc=goods_rank,Blue Stardust - MOD1w,남,2.6만 회 이상,6천 개 이상,"14,542"
60위,가터갤러리,BASIC WIDE SWEATPANTS 1+1 PACKAGE,https://www.musinsa.com/app/goods/3217814?loc=goods_rank,23SSBT03,남,,,3
61위,모드나인,Midnight Awakening - MOD1w,https://www.musinsa.com/app/goods/3141182?loc=goods_rank,Midnight Awakening - MOD1w,남,4.2천 회 이상,,210
62위,더바이닐하우스,FLIGHT DENIM PANTS BLUE,https://www.musinsa.com/app/goods/3053928?loc=goods_rank,VH2DSUD100ABL,남 여,7.1천 회 이상,100개 이상,862
63위,인사일런스,테크니컬 엠보코튼 팬츠 ECRU,https://www.musinsa.com/app/goods/3061207?loc=goods_rank,IM2C2PT11EC,남,1.8천 회 이상,50개 미만,181
64위,세터,브루클린 뉴트로 와이드 워시드 팬츠 라이트 블루,https://www.musinsa.com/app/goods/3034850?loc=goods_rank,SA23SS,남,9.6천 회 이상,200개 이상,"1,699"
65위,수아레,린넨 라이크 세미 와이드 밴딩 팬츠 세트,https://www.musinsa.com/app/goods/1924274?loc=goods_rank,1054719,남,7.3만 회 이상,9.5만 개 이상,"78,654"
66위,인사일런스 우먼,컬러 데님 카고 팬츠 ASH BEIGE,https://www.musinsa.com/app/goods/3101444?loc=goods_rank,IW2C1PT26BE,여,1천 회 이상,,112
67위,플랙,칸디아니 스티즈 051Z 로우,https://www.musinsa.com/app/goods/2297033?loc=goods_rank,PJTH5SZ051ZDI0,남,1.5만 회 이상,3천 개 이상,"6,464"
68위,낫포너드,Banding One Tuck Wide Denim Pants - Deep Blue,https://www.musinsa.com/app/goods/2184087?loc=goods_rank,PT048BL,남,9만 회 이상,1.7만 개 이상,"38,018"
69위,엑스트라오디너리,UTILITY RIPSTOP PANTS BEIGE,https://www.musinsa.com/app/goods/1854665?loc=goods_rank,502234,남,2.3만 회 이상,2천 개 이상,"5,862"
70위,라퍼지스토어,[Package][23SS Ver.] 클래식 테이퍼드 와이드 원턱 린넨 팬츠_9Color,https://www.musinsa.com/app/goods/2495075?loc=goods_rank,m1037_685363,남 여,5만 회 이상,5.1만 개 이상,"49,366"
71위,엑스톤즈,XP138 파스텔 데님 카고 팬츠 (PINK),https://www.musinsa.com/app/goods/3043508?loc=goods_rank,XP138PI,남 여,4.7만 회 이상,1천 개 이상,"7,015"
72위,엑스트라오디너리,UTILITY RIPSTOP PANTS BLACK,https://www.musinsa.com/app/goods/1854661?loc=goods_rank,502231,남,1만 회 이상,1.1천 개 이상,"3,595"
73위,제멋,유스 와이드 카고팬츠 4종 블랙 YHLP2159,https://www.musinsa.com/app/goods/890521?loc=goods_rank,1683844,남,6.9만 회 이상,1.5만 개 이상,"31,665"
74위,내셔널지오그래픽,N231MPT940 멀티 카고 포켓 봄 스트링 팬츠 CARBON BLACK,https://www.musinsa.com/app/goods/3031943?loc=goods_rank,5001234702,남,1.1천 회 이상,,45
75위,수아레,세미 와이드 치노 팬츠 - 5 COLOR,https://www.musinsa.com/app/goods/2396607?loc=goods_rank,1709397,남,4만 회 이상,6.3천 개 이상,"12,097"
76위,노운,wide tapered chino pants (black),https://www.musinsa.com/app/goods/3138356?loc=goods_rank,S,남,2.2천 회 이상,50개 미만,155
77위,엑스트라오디너리,CARGO RIPSTOP PANTS  WOODLAND CAMO,https://www.musinsa.com/app/goods/2373541?loc=goods_rank,581809,남,8.5천 회 이상,300개 이상,"1,601"
78위,프리즘웍스,CHINO WIDE FATIGUE PANTS _ BEIGE,https://www.musinsa.com/app/goods/3096198?loc=goods_rank,FZW2023SSPT005,남,2.3천 회 이상,50개 이상,194
79위,쿠어,셔링 컴벳 트라우져 (베이지),https://www.musinsa.com/app/goods/3058244?loc=goods_rank,CXD2PT15V-BEG,남 여,5.7천 회 이상,100개 이상,934
80위,엑스톤즈,XP127 셔링 카고 팬츠 (KHAKI),https://www.musinsa.com/app/goods/2789111?loc=goods_rank,XP127,남 여,4.3만 회 이상,2.8천 개 이상,"10,176"
81위,스모크라이즈,PELE PELE JEANS,https://www.musinsa.com/app/goods/2748482?loc=goods_rank,KJP22F03,남,2.8천 회 이상,300개 이상,"1,626"
82위,노우웨이브,코튼 왁스 빅 포켓 카고 팬츠 KNP017m(KHAKI),https://www.musinsa.com/app/goods/2792837?loc=goods_rank,K22FWPM017_KK,남,400회 이상,50개 미만,170
83위,엑스트라오디너리,W CARGO PANTS  BLACK,https://www.musinsa.com/app/goods/3048221?loc=goods_rank,5003123372,여,300회 이상,,43
84위,포트너스,Two Tuck Wide Black Jeans,https://www.musinsa.com/app/goods/2150457?loc=goods_rank,FN21FWPT05,남,3.6만 회 이상,7.6천 개 이상,"15,849"
85위,인사일런스,CALIK 파라슈트 와이드 진 WASHED BLACK,https://www.musinsa.com/app/goods/3061183?loc=goods_rank,IM2C2PT34BK,남,7.3천 회 이상,50개 이상,666
86위,인플레이션,Brush Painted Circle Pant,https://www.musinsa.com/app/goods/3214943?loc=goods_rank,(12259s23) Brush Painted Circle Pant,남,,,17
87위,브랜디드,1974 CIRCLE JEANS [REGULAR STRAIGHT],https://www.musinsa.com/app/goods/1310617?loc=goods_rank,LOT1974,남,6.1천 회 이상,1천 개 이상,"4,697"
88위,프렌다,COMFORT SEEKING CARGO JOGGER PANTS CHARCOAL,https://www.musinsa.com/app/goods/3067017?loc=goods_rank,PRTHSAPT01UC5,여,2만 회 이상,300개 이상,"3,261"
89위,브랜디드,1968 HIMALAYA JEANS [WIDE STRAIGHT],https://www.musinsa.com/app/goods/1555407?loc=goods_rank,LOT1968,남,5.7만 회 이상,1.4만 개 이상,"31,910"
90위,노이어,코튼-나일론 파라슈트 팬츠 (크림),https://www.musinsa.com/app/goods/3062839?loc=goods_rank,N23SPT06-CR,남,8.3천 회 이상,100개 이상,"1,082"
