순위,브랜드명,의류명,링크,품번,성별,조회수,누적판매량(1년),좋아요
103위,그라미치,루즈테이퍼드 팬츠 Chino,https://www.musinsa.com/app/goods/732700?loc=goods_rank,G103-OGT,남 여,7.8천 회 이상,1.5천 개 이상,"3,694"
104위,모드나인,Black Moon - MOD1,https://www.musinsa.com/app/goods/2192809?loc=goods_rank,Black Moon - MOD1,남,3.1천 회 이상,800개 이상,"2,366"
105위,페이탈리즘,Tydi crop jeans #0064,https://www.musinsa.com/app/goods/621274?loc=goods_rank,F0064,남,4.7천 회 이상,1.7천 개 이상,"19,414"
106위,쿠어,테크니컬 카고 데님 팬츠 (인디고),https://www.musinsa.com/app/goods/3082754?loc=goods_rank,CXD2PT30K-IDG,남 여,5.7천 회 이상,50개 이상,644
107위,데밀,LOT.026DML 헐리우드 슬림 데님 LOVED,https://www.musinsa.com/app/goods/1843162?loc=goods_rank,lot.026lv,남,2.2천 회 이상,200개 이상,752
108위,노앙,INDIGO ENGINEERED DENIM PANTS INDIGO,https://www.musinsa.com/app/goods/3180087?loc=goods_rank,0NHO1PT01036,여,,,17
109위,제멋,[패키지] 스콘 와이드 벌룬팬츠 2PACK YHLP2350,https://www.musinsa.com/app/goods/1948520?loc=goods_rank,2138753,남,1.1만 회 이상,4.5천 개 이상,"12,144"
110위,굿라이프웍스,이지 와이드 밴딩 슬랙스 블랙,https://www.musinsa.com/app/goods/2060743?loc=goods_rank,21FLGP06BK,남 여,8.1만 회 이상,2.1만 개 이상,"26,820"
111위,굿라이프웍스,이지 와이드 데님 팬츠 그레이,https://www.musinsa.com/app/goods/2092852?loc=goods_rank,21FLGP20GR,남 여,21.3만 회 이상,5.2만 개 이상,"89,271"
112위,더블유브이프로젝트,[패키지] 로너 와이드 코튼팬츠 2PACK JJLP7639,https://www.musinsa.com/app/goods/3066482?loc=goods_rank,5002125812,남,4.2천 회 이상,300개 이상,590
113위,무신사 스탠다드,우먼즈 릴렉스드 라운지 스웨트 팬츠 [블랙],https://www.musinsa.com/app/goods/2392464?loc=goods_rank,MWBPK102-BK,여,6만 회 이상,1.7만 개 이상,"25,301"
114위,파브레가,에어 파라슈트 세미 와이드 팬츠 (차콜),https://www.musinsa.com/app/goods/3040256?loc=goods_rank,Air Parachute Semi Wide Pants (Charcoal),남,1.4만 회 이상,500개 이상,"1,242"
115위,그라미치,루즈테이퍼드 팬츠 Taupe,https://www.musinsa.com/app/goods/2066455?loc=goods_rank,GUP-21FK02,남 여,2천 회 이상,200개 이상,558
116위,무신사 스탠다드,젠더리스 와이드 밴딩 슬랙스 [블랙],https://www.musinsa.com/app/goods/2568732?loc=goods_rank,MMBPS104-BK,남 여,1.4만 회 이상,5.8천 개 이상,"6,637"
117위,굿라이프웍스,[여름원단] 와이드 빅포켓 밴딩 카고 팬츠 블랙,https://www.musinsa.com/app/goods/2060720?loc=goods_rank,21FLGP07BK,남 여,8.4만 회 이상,1.2만 개 이상,"26,200"
118위,비긴202,One Tuck Wide Slacks Denim,https://www.musinsa.com/app/goods/2343509?loc=goods_rank,SS,남,7.7천 회 이상,1.4천 개 이상,"3,546"
119위,브랜디드,610 HISHITOMO SUVIN GOLD INDIGO 1WASH JEANS [RELAX STRAIGHT],https://www.musinsa.com/app/goods/2599904?loc=goods_rank,LOT610,남,900회 이상,100개 이상,415
120위,제로,Deep One Tuck Sweat Pants [Khaki],https://www.musinsa.com/app/goods/1769063?loc=goods_rank,2021S13,남,2.1만 회 이상,5.1천 개 이상,"7,666"
121위,그루브라임,[패키지] BASIC HALF PANTS (13COLOR) [LRQMCPH701M],https://www.musinsa.com/app/goods/544003?loc=goods_rank,LRQMCPH701M,남 여,2.9만 회 이상,3.3만 개 이상,"53,383"
122위,무신사 스탠다드,우먼즈 플랫 테리 와이드 라운지 스웨트 팬츠 [블랙],https://www.musinsa.com/app/goods/1324127?loc=goods_rank,MWJPK106-BK,여,3.3만 회 이상,2만 개 이상,"47,754"
123위,골든베어,Pocket detail One tuck Pants (for Women)_G5PAM23521NYX,https://www.musinsa.com/app/goods/3070378?loc=goods_rank,G5PAM23521NYX,남,,,3
124위,무신사 스탠다드,코튼 와이드 벌룬 팬츠 [블랙],https://www.musinsa.com/app/goods/2069530?loc=goods_rank,MMAPC507-BK,남,9.4천 회 이상,4.2천 개 이상,"4,970"
125위,그라미치,루즈테이퍼드 팬츠 Dark Brown,https://www.musinsa.com/app/goods/1566730?loc=goods_rank,9001-56J,남 여,2천 회 이상,200개 이상,684
126위,노드 아카이브,와이드 테이퍼드 치노 팬츠 (라이트 카키),https://www.musinsa.com/app/goods/2330460?loc=goods_rank,N22SSMP01LK,남,1.1만 회 이상,2.8천 개 이상,"6,101"
127위,아디다스,락업 트랙팬츠 - 블랙 / H41387,https://www.musinsa.com/app/goods/2027068?loc=goods_rank,H41387,남,1.2만 회 이상,3.9천 개 이상,"14,834"
128위,토피,SL01 섬머 데님 와이드 팬츠 (BLEACH),https://www.musinsa.com/app/goods/1885563?loc=goods_rank,T1S-LDWPT03,남,1.6만 회 이상,1.3만 개 이상,"19,067"
129위,그라미치,루즈테이퍼드 팬츠 Gravel Grey,https://www.musinsa.com/app/goods/2341146?loc=goods_rank,G103-OGT,남 여,2.6천 회 이상,400개 이상,551
130위,마리떼,W X-POCKET TAPERED DENIM PANTS light blue,https://www.musinsa.com/app/goods/2316019?loc=goods_rank,1MG23CDP102,여,600회 이상,50개 이상,238
131위,엑스톤즈,XP67 오키드 청해지 팬츠 (BLACK),https://www.musinsa.com/app/goods/1867371?loc=goods_rank,XP67BK,남 여,1.4만 회 이상,5.3천 개 이상,"12,093"
132위,브렌슨,미니멀 트레이닝 essential 원턱 반바지 (멜란지),https://www.musinsa.com/app/goods/2574822?loc=goods_rank,BR570,남,4.8만 회 이상,7.1천 개 이상,"9,528"
133위,코드그라피,[SET][기본핏+레귤러핏 선택] 소프트 코튼 에센셜 쇼츠,https://www.musinsa.com/app/goods/1892520?loc=goods_rank,CBCU3PS005CBCU3PS008,남 여,1.7만 회 이상,1.7만 개 이상,"14,431"
134위,아워스코프,Parabola Line Cargo Pants (Light Beige),https://www.musinsa.com/app/goods/3086705?loc=goods_rank,O23SSMP03BG-A1,남,700회 이상,,81
135위,마틴플랜,Web Wide Denim - BLACK,https://www.musinsa.com/app/goods/3120757?loc=goods_rank,FTRSDDW607M,남,2.3천 회 이상,50개 미만,169
136위,굿라이프웍스,투턱 와이드 워시드 데님 팬츠 워시드인디고,https://www.musinsa.com/app/goods/2708808?loc=goods_rank,22SPGP12BL,남 여,9.8천 회 이상,1.9천 개 이상,"5,151"
137위,브랜디드,51054 CONE BLACK MYSTIC JEANS [EXTRA WIDE STRAIGHT],https://www.musinsa.com/app/goods/2970969?loc=goods_rank,LOT51054,남,7.5천 회 이상,400개 이상,"1,552"
138위,플레어업,Obtuse Triangle Flap Pants - Black (FL-226),https://www.musinsa.com/app/goods/2888935?loc=goods_rank,FL-226_Black,남,4.7천 회 이상,200개 이상,"1,645"
139위,제로,Deep One Tuck Sweat Pants [Grey],https://www.musinsa.com/app/goods/1551840?loc=goods_rank,2020F11,남,19.4만 회 이상,13.6만 개 이상,"187,926"
140위,수아레,[2PACK] 린넨 라이크 세미 와이드 OR 테이퍼드 밴딩 팬츠 세트,https://www.musinsa.com/app/goods/3200524?loc=goods_rank,5002196193,남,2.3만 회 이상,400개 이상,"1,142"
141위,그라미치,팬츠 Black,https://www.musinsa.com/app/goods/732695?loc=goods_rank,G102-OGT,남 여,4.7천 회 이상,1.3천 개 이상,"2,027"
142위,노앙,BANDING SWEAT PANTS OATMEAL,https://www.musinsa.com/app/goods/3180596?loc=goods_rank,0NHO1PT00547,남,,,6
143위,스컬프터,Wide Paratrooper Cargo Pants Charcoal,https://www.musinsa.com/app/goods/3034874?loc=goods_rank,SC23S401CH,남 여,7.8천 회 이상,200개 이상,"2,103"
144위,디미트리블랙,[여름용](VLAD) 워터프루프 와이드 카고 팬츠_차콜그레이,https://www.musinsa.com/app/goods/3037464?loc=goods_rank,VBCSPL07GR,남 여,1.2만 회 이상,400개 이상,"1,240"
145위,프리즘웍스,CARGO STRING PANTS _ BLACK,https://www.musinsa.com/app/goods/983196?loc=goods_rank,FZW2020SSPT010,남,2.1만 회 이상,4.7천 개 이상,"23,565"
146위,후러브스아트,[기모추가] 유니섹스 세미 와이드 밴딩 슬랙스 아이보리,https://www.musinsa.com/app/goods/1495284?loc=goods_rank,1804053,남,2.7만 회 이상,2.4만 개 이상,"29,553"
147위,플랙,깡스타일리스트 X 플랙 스티즈 K46 로우,https://www.musinsa.com/app/goods/3098372?loc=goods_rank,PJTH5SZK461DI0,남,5.8만 회 이상,3.2천 개 이상,"4,290"
148위,굿라이프웍스,와이드 절개 벌룬팬츠 코튼 블랙,https://www.musinsa.com/app/goods/2060760?loc=goods_rank,21FLGP05BK,남 여,2.3만 회 이상,7.8천 개 이상,"16,225"
149위,메종미네드,UNION DETACHABLE DENIM PANTS,https://www.musinsa.com/app/goods/3082549?loc=goods_rank,FMRSDDW611M,남,2.7천 회 이상,,281
150위,낫포너드,Wide String Cargo Slacks Pants - Ivory,https://www.musinsa.com/app/goods/2089214?loc=goods_rank,PT024IV,남,2.9만 회 이상,4.8천 개 이상,"9,065"
151위,모드나인,Essential Blue - MOD7ww,https://www.musinsa.com/app/goods/2851916?loc=goods_rank,Essential Blue - MOD7ww,남,1.1만 회 이상,1.8천 개 이상,"4,546"
152위,비슬로우,23SS ONE TUCK WASHED BELTED PANTS ECRU,https://www.musinsa.com/app/goods/3045780?loc=goods_rank,BSL23SSOTWBPEC,남,1.8천 회 이상,50개 미만,185
153위,무신사 스탠다드,세미 와이드 히든 밴딩 슬랙스 [미디엄 그레이],https://www.musinsa.com/app/goods/1224095?loc=goods_rank,MIPS0003-MR,남,3.3만 회 이상,1.8만 개 이상,"27,095"
154위,드로우핏,리에디션 뉴 스트레이트 데님 팬츠 [ASHED MIDDLE BLUE],https://www.musinsa.com/app/goods/1217305?loc=goods_rank,MB,남,6.2천 회 이상,500개 이상,"7,290"
155위,그라미치,루즈테이퍼드 팬츠 Black,https://www.musinsa.com/app/goods/732699?loc=goods_rank,9001-56J,남 여,5.9천 회 이상,1.9천 개 이상,"3,598"
156위,테이크이지,우먼스 월계수 와이드팬츠(블랙),https://www.musinsa.com/app/goods/2562527?loc=goods_rank,T22PT026,여,6.1만 회 이상,1.6만 개 이상,"37,186"
157위,러닝하이,투 톤 카고 팬츠 [카키 베이지],https://www.musinsa.com/app/goods/3031675?loc=goods_rank,23SS-B2-1,남 여,8.2천 회 이상,200개 이상,"2,756"
158위,알파 인더스트리,코튼 조거 팬츠 Woodland Camo,https://www.musinsa.com/app/goods/2846053?loc=goods_rank,MBC52500C1,남,400회 이상,,51
159위,플랙,셋업 스텝 051V 아이보리,https://www.musinsa.com/app/goods/3066946?loc=goods_rank,PJTH5ST051VLZ0,남,2.5천 회 이상,50개 이상,265
160위,제로,Deep One Tuck Sweat Shorts [Black],https://www.musinsa.com/app/goods/1926034?loc=goods_rank,2021HS03,남,1.3만 회 이상,9.8천 개 이상,"6,716"
161위,토피,와이드 데님 팬츠 (WASHED BLUE BLACK),https://www.musinsa.com/app/goods/3023023?loc=goods_rank,TAS-WDDP11,남,3.7만 회 이상,1.9천 개 이상,"3,865"
162위,샌드 사운드,Two Faced Pants  Gray,https://www.musinsa.com/app/goods/3064074?loc=goods_rank,MS3221A133,여,,,42
163위,에스피오나지,Cliff Relaxed Denim Pants Light Indigo,https://www.musinsa.com/app/goods/3169828?loc=goods_rank,20230322-08,남 여,5.4천 회 이상,50개 이상,222
164위,모드나인,Until Dusk - MOD7,https://www.musinsa.com/app/goods/2565841?loc=goods_rank,Until Dusk - MOD7,남,3.2천 회 이상,700개 이상,"2,480"
165위,무신사 스탠다드,원 턱 레귤러 핏 치노 팬츠 [카키],https://www.musinsa.com/app/goods/2069527?loc=goods_rank,MMAPC506-KH,남,7.1천 회 이상,2.2천 개 이상,"2,941"
166위,플랙,깡스타일리스트 X 플랙 베를린 K47 딥 블루,https://www.musinsa.com/app/goods/3098369?loc=goods_rank,PJTH5BEK475DI1,남,1.7만 회 이상,1.5천 개 이상,"1,316"
167위,그라미치,루즈테이퍼드 팬츠 Greige,https://www.musinsa.com/app/goods/1566732?loc=goods_rank,G103-OGT,남 여,2천 회 이상,500개 이상,"1,204"
168위,인템포무드,커브드 와이드 데님 팬츠_크림,https://www.musinsa.com/app/goods/2319844?loc=goods_rank,487303,남,3.3만 회 이상,7.1천 개 이상,"17,315"
169위,제멋,유스 와이드 카고팬츠 4종 블랙 YHLP2159,https://www.musinsa.com/app/goods/890521?loc=goods_rank,1683844,남,7만 회 이상,1.5만 개 이상,"31,682"
170위,제멋,리퀴드 와이드 벌룬 데님팬츠 웨스턴블루 SOLP2460,https://www.musinsa.com/app/goods/3039451?loc=goods_rank,5002030550,남,5만 회 이상,2.2천 개 이상,"9,119"
171위,수아레,린넨 데님 세미 와이드 밴딩 팬츠 - 3 COLOR,https://www.musinsa.com/app/goods/2592084?loc=goods_rank,1782263,남,2.3만 회 이상,2.5천 개 이상,"4,299"
172위,디키즈,레귤러핏 874 팬츠 - 블랙,https://www.musinsa.com/app/goods/2877984?loc=goods_rank,DK010609BLK,남 여,2만 회 이상,1.9천 개 이상,"4,199"
173위,노클,001 Nylon Pants Black,https://www.musinsa.com/app/goods/3067675?loc=goods_rank,noc130,남,1.8천 회 이상,50개 미만,177
174위,제로,Nylon Deep One Tuck String Pants [3 Colors],https://www.musinsa.com/app/goods/2757245?loc=goods_rank,2022F39,남,1.9만 회 이상,1.1천 개 이상,"2,753"
175위,스케이터락,Pigment cotton cargo string wide pants beige,https://www.musinsa.com/app/goods/2965598?loc=goods_rank,000-638be,남 여,1.8만 회 이상,600개 이상,"4,164"
176위,리바이스,LVC 1955 501® 진_50155-0079,https://www.musinsa.com/app/goods/3132219?loc=goods_rank,50155-0079,남,2천 회 이상,,52
177위,그라미치,와이드 팬츠 Black,https://www.musinsa.com/app/goods/2066448?loc=goods_rank,GMP-21F015,남 여,2.6천 회 이상,600개 이상,"1,217"
178위,브랜디드,51061 KURABO WHITE HEAVEN JEANS [EXTRA WIDE STRAIGHT],https://www.musinsa.com/app/goods/3042604?loc=goods_rank,LOT51061,남,5.9천 회 이상,50개 이상,436
179위,아디다스,아디브레이크 트랙 팬츠 W - 블랙 / IB5924,https://www.musinsa.com/app/goods/3046898?loc=goods_rank,IB5924,여,1.9만 회 이상,300개 이상,"2,557"
180위,모드나인,Blue Color Uniform - MOD7w,https://www.musinsa.com/app/goods/1988343?loc=goods_rank,Blue Color Uniform - MOD7w,남,1.1만 회 이상,3.6천 개 이상,"16,050"
