순위,브랜드명,의류명,링크,품번,성별,조회수,누적판매량(1년),좋아요
196위,굿라이프웍스,린넨라이크 이지 와이드 데님 팬츠 딥인디고,https://www.musinsa.com/app/goods/2503134?loc=goods_rank,22SPGP19NA,남 여,4.7만 회 이상,1.9만 개 이상,"29,666"
197위,모드나인,Blue Stardust - MOD1w,https://www.musinsa.com/app/goods/2261213?loc=goods_rank,Blue Stardust - MOD1w,남,2.7만 회 이상,6천 개 이상,"14,545"
198위,클라코,나일론 사이드 지퍼팬츠 (블랙),https://www.musinsa.com/app/goods/1941519?loc=goods_rank,CLACO-PT15,남,9.1천 회 이상,1.4천 개 이상,"3,236"
199위,모드나인,Black Moon - MOD1,https://www.musinsa.com/app/goods/2192809?loc=goods_rank,Black Moon - MOD1,남,3.1천 회 이상,800개 이상,"2,367"
200위,드로우핏,[드로우핏X깡스타일리스트] 원턱 밴딩 쿨 린넨 테이퍼드 슬랙스 [BLACK],https://www.musinsa.com/app/goods/3154697?loc=goods_rank,DFPT0007BK,남,2.5만 회 이상,1.1천 개 이상,846
201위,데밀,LOT.026DML 헐리우드 슬림 데님 LOVED,https://www.musinsa.com/app/goods/1843162?loc=goods_rank,lot.026lv,남,2.2천 회 이상,200개 이상,752
202위,아카이브 볼드,RACING DENIM PANTS (BLUE),https://www.musinsa.com/app/goods/3047969?loc=goods_rank,AB23SPJN001BL,남,2천 회 이상,,322
203위,키뮤어,투턱 버뮤다 에드 데님 쇼츠_4 COLOR,https://www.musinsa.com/app/goods/2441851?loc=goods_rank,KBCU3PS060,남 여,2.6만 회 이상,8.1천 개 이상,"12,084"
204위,논플로어,러프 컷 버뮤다 팬츠,https://www.musinsa.com/app/goods/2492761?loc=goods_rank,11685025,남 여,800회 이상,300개 이상,906
205위,비긴202,One Tuck Wide Slacks Denim,https://www.musinsa.com/app/goods/2343509?loc=goods_rank,SS,남,7.7천 회 이상,1.4천 개 이상,"3,548"
206위,무신사 스탠다드,우먼즈 플랫 테리 와이드 라운지 스웨트 팬츠 [미디엄 그레이],https://www.musinsa.com/app/goods/1324128?loc=goods_rank,MWJPK106-MR,여,1.8만 회 이상,1.1만 개 이상,"25,513"
207위,디젤,여성 1969 D 에비 데님 팬츠 - 다크 블루 / A0361509B9001,https://www.musinsa.com/app/goods/2751428?loc=goods_rank,A0361509B9001FW22,여,2천 회 이상,50개 미만,258
208위,비슬로우,CONE MILL DEEP ONE TUCK JEAN_LIGHT WASHED,https://www.musinsa.com/app/goods/2310312?loc=goods_rank,BSS22SCOMDEOTLW,남,9.3천 회 이상,1.2천 개 이상,"3,648"
209위,모드나인,Black Inferno - MOD7w,https://www.musinsa.com/app/goods/2952100?loc=goods_rank,Black Inferno - MOD7w,남,1.6만 회 이상,800개 이상,"3,536"
210위,낫포너드,Ripstop Utility Cargo Pants - Black,https://www.musinsa.com/app/goods/3191909?loc=goods_rank,PT076BK,남,400회 이상,,76
211위,오호스,2-way 플리츠 스커트 팬츠 / 블랙,https://www.musinsa.com/app/goods/2942927?loc=goods_rank,22MW-PT02-BK,여,3.1천 회 이상,50개 미만,"1,215"
212위,플랙,깡스타일리스트 X 플랙 베를린 K47 딥 블루,https://www.musinsa.com/app/goods/3098369?loc=goods_rank,PJTH5BEK475DI1,남,1.7만 회 이상,1.5천 개 이상,"1,316"
213위,메종미네드,UTILITY PATCH CARGO PANTS BLACK,https://www.musinsa.com/app/goods/3046167?loc=goods_rank,FMRSCPA504M,남,3.6천 회 이상,50개 이상,543
214위,아캄,Knee Pin-tuck Printed Denim Pants (Black),https://www.musinsa.com/app/goods/3110518?loc=goods_rank,AK23PT02BK,남,800회 이상,50개 미만,241
215위,그라미치,루즈테이퍼드 팬츠 Taupe,https://www.musinsa.com/app/goods/2066455?loc=goods_rank,GUP-21FK02,남 여,2천 회 이상,200개 이상,558
216위,모드나인,Black Dog - MOD6,https://www.musinsa.com/app/goods/1893215?loc=goods_rank,Black Dog - MOD6,남,2.6천 회 이상,400개 이상,"1,739"
217위,판도라핏,[WIDE] Armad Jeans,https://www.musinsa.com/app/goods/3087198?loc=goods_rank,PL31BDP094,여,2.3만 회 이상,600개 이상,"5,932"
218위,무신사 스탠다드,레귤러 핏 데님 팬츠 [크림],https://www.musinsa.com/app/goods/1322222?loc=goods_rank,MMJNP002-CR,남,1만 회 이상,5.6천 개 이상,"10,553"
219위,무신사 스탠다드,레귤러 핏 데님 팬츠 [스카이 블루],https://www.musinsa.com/app/goods/2208665?loc=goods_rank,MMJNP002-SB,남,9.7천 회 이상,4.1천 개 이상,"4,795"
220위,아웃스탠딩,OUT BELTED CARGO PANTS_OLIVE,https://www.musinsa.com/app/goods/3059989?loc=goods_rank,OSTD603,남,5.2천 회 이상,100개 이상,380
221위,86로드,REAL WIDE ONE TUCK DENIM RAW BLACK / WIDE,https://www.musinsa.com/app/goods/2392532?loc=goods_rank,FRQSDDW614M,남,6천 회 이상,500개 이상,"1,687"
222위,브렌슨,미니멀 트레이닝 essential 원턱 반바지 (멜란지),https://www.musinsa.com/app/goods/2574822?loc=goods_rank,BR570,남,4.8만 회 이상,7.1천 개 이상,"9,530"
223위,마뗑킴,COTTON CARGO CAPRI PANTS IN BLACK,https://www.musinsa.com/app/goods/3125630?loc=goods_rank,MK2312PT011M0BB,여,1.3천 회 이상,,139
224위,모드나인,Reflection One - MOD7s,https://www.musinsa.com/app/goods/2565810?loc=goods_rank,Reflection One - MOD7s,남,3.4천 회 이상,500개 이상,"1,266"
225위,리,와이드 코듀라 RAW 데님팬츠 인디고 로우,https://www.musinsa.com/app/goods/2731606?loc=goods_rank,LE2301IP37IR,남 여,6.5천 회 이상,400개 이상,"1,111"
226위,인템포무드,레이지보이 벌룬 핏 데님_딥블루,https://www.musinsa.com/app/goods/3054701?loc=goods_rank,5003163860,남,9.1천 회 이상,100개 이상,"1,217"
227위,노매뉴얼,RAW EDGE DENIM SHORTS - BLUE,https://www.musinsa.com/app/goods/2329395?loc=goods_rank,NM12SP03M1BL,남 여,1.6천 회 이상,50개 이상,243
228위,인템포무드,커브드 와이드 데님 팬츠_라이트블루,https://www.musinsa.com/app/goods/3039551?loc=goods_rank,5003037450,남,2.6만 회 이상,1.6천 개 이상,"4,721"
229위,247시리즈,세미 와이드 스트레이트 데님 LIGHT BLUE,https://www.musinsa.com/app/goods/3191092?loc=goods_rank,TMPDX23202BUL,남,500회 이상,,31
230위,트릴리온,바이오스톤 워싱 와이드 데님 팬츠 (BLUE GRAY),https://www.musinsa.com/app/goods/2351467?loc=goods_rank,TRSDPT02,남 여,15.8만 회 이상,2.3만 개 이상,"37,107"
231위,브렌슨,[패키지] 와이드핏 트레이닝 스웨트 팬츠,https://www.musinsa.com/app/goods/1736085?loc=goods_rank,BR481,남,13.3만 회 이상,10.2만 개 이상,"88,610"
232위,락케이크,트라이벌 2way 조거 팬츠 - 블랙,https://www.musinsa.com/app/goods/2599295?loc=goods_rank,R-T010-1,여,1.1만 회 이상,3.1천 개 이상,"19,860"
233위,캔캔,하이웨이스트 플레어진 파일럿,https://www.musinsa.com/app/goods/3020098?loc=goods_rank,KC9289L,여,,,41
234위,캔캔,하이웨이스트 플레어 진 케틴,https://www.musinsa.com/app/goods/2240763?loc=goods_rank,KC9307D,여,300회 이상,50개 미만,194
235위,굿라이프웍스,와이드 워시드 카고 데님 팬츠 미디움 인디고,https://www.musinsa.com/app/goods/2737166?loc=goods_rank,22FLGP05MI,남 여,1.7만 회 이상,2.5천 개 이상,"8,256"
236위,더블유브이프로젝트,[패키지] 로너 와이드 코튼팬츠 2PACK JJLP7639,https://www.musinsa.com/app/goods/3066482?loc=goods_rank,5002125812,남,4.2천 회 이상,300개 이상,592
237위,세븐셀라,세미와이드 카고조거 스토퍼 Black,https://www.musinsa.com/app/goods/1595607?loc=goods_rank,WSTSCJBK,남,4만 회 이상,7.5천 개 이상,"22,795"
238위,네스티팬시클럽,[NF] 유틸리티 나일론 후드 셋업_F23QB468XQD843,https://www.musinsa.com/app/goods/3049798?loc=goods_rank,F23QB468XQD843,여,2.8만 회 이상,400개 이상,"4,670"
239위,그리너리 크리드,[PACKAGE] 와이드 테이퍼드 원턱 린넨 팬츠 4컬러 / P017,https://www.musinsa.com/app/goods/2481669?loc=goods_rank,P017-1791SS22,남,600회 이상,50개 이상,126
240위,엑스톤즈,XP67 오키드 청해지 팬츠 (BLACK),https://www.musinsa.com/app/goods/1867371?loc=goods_rank,XP67BK,남 여,1.4만 회 이상,5.3천 개 이상,"12,094"
241위,그라미치,루즈테이퍼드 팬츠 Dark Brown,https://www.musinsa.com/app/goods/1566730?loc=goods_rank,9001-56J,남 여,2천 회 이상,200개 이상,684
242위,노원엘스,Big Star Straight Jeans,https://www.musinsa.com/app/goods/3095763?loc=goods_rank,NOE(musinsa),여,700회 이상,,303
243위,스트라이크,엘리건트 리넨 트라우저스 (KHAKI),https://www.musinsa.com/app/goods/2614897?loc=goods_rank,113283,남,,,5
244위,쿠어,테크니컬 카고 데님 팬츠 (인디고),https://www.musinsa.com/app/goods/3082754?loc=goods_rank,CXD2PT30K-IDG,남 여,5.7천 회 이상,50개 이상,643
245위,그라미치,루즈테이퍼드 팬츠 Gravel Grey,https://www.musinsa.com/app/goods/2341146?loc=goods_rank,G103-OGT,남 여,2.6천 회 이상,400개 이상,551
246위,마리떼,W X-POCKET TAPERED DENIM PANTS light blue,https://www.musinsa.com/app/goods/2316019?loc=goods_rank,1MG23CDP102,여,600회 이상,50개 이상,238
247위,드로우핏,[드로우핏X깡스타일리스트] 원턱 밴딩 쿨 린넨 테이퍼드 슬랙스 [OATMEAL],https://www.musinsa.com/app/goods/3154699?loc=goods_rank,DFPT0007OT,남,3.3만 회 이상,1.2천 개 이상,"1,042"
248위,비슬로우,23SS ONE TUCK BANDING DENIM LIKE PANTS INDIGO,https://www.musinsa.com/app/goods/3103630?loc=goods_rank,BSL23SSOTBDDLPID,남,7.2천 회 이상,100개 이상,343
249위,마틴플랜,Web Wide Denim - BLACK,https://www.musinsa.com/app/goods/3120757?loc=goods_rank,FTRSDDW607M,남,2.3천 회 이상,50개 미만,169
250위,제로,Classic Sweat Pants [Grey],https://www.musinsa.com/app/goods/404949?loc=goods_rank,xero540,남,3.4만 회 이상,2.4만 개 이상,"83,555"
251위,파브레가,에어 파라슈트 세미 와이드 팬츠 (차콜),https://www.musinsa.com/app/goods/3040256?loc=goods_rank,Air Parachute Semi Wide Pants (Charcoal),남,1.4만 회 이상,500개 이상,"1,243"
252위,데케트,Mid Rise Wide Jeans DCPT027LightBlueCenter,https://www.musinsa.com/app/goods/2992796?loc=goods_rank,DCPT027LIGHTBLUEC,남,3.9천 회 이상,100개 이상,447
253위,와이엠씨엘케이와이,US M-51 Field Cargo Pants - Olive,https://www.musinsa.com/app/goods/3198844?loc=goods_rank,YMCLKY,남,800회 이상,,37
254위,토피,모어 와이드 데님 팬츠 (BLEACH),https://www.musinsa.com/app/goods/1778523?loc=goods_rank,T1S-MWDPT,남,2.7만 회 이상,6.8천 개 이상,"16,981"
255위,피아네르,[2장 세트] 에센셜 세미 와이드 스웨트팬츠 (3color),https://www.musinsa.com/app/goods/2081268?loc=goods_rank,set2054,남,2.4만 회 이상,1.3만 개 이상,"15,542"
256위,챱챱,Circle Chap Logo Sweat Pants(khaki),https://www.musinsa.com/app/goods/2404853?loc=goods_rank,2022PTCK005,여,700회 이상,200개 이상,"1,530"
257위,무신사 스탠다드,세미 와이드 히든 밴딩 슬랙스 [베이지],https://www.musinsa.com/app/goods/1669798?loc=goods_rank,MIPS0003-BE,남,1.1만 회 이상,3.7천 개 이상,"5,384"
258위,코드그라피,[SET][기본핏+레귤러핏 선택] 소프트 코튼 에센셜 쇼츠,https://www.musinsa.com/app/goods/1892520?loc=goods_rank,CBCU3PS005CBCU3PS008,남 여,1.7만 회 이상,1.7만 개 이상,"14,432"
259위,네스티팬시클럽,[NF] 유쓰 데님 오버롤 (DARK BLUE)_F23QD844,https://www.musinsa.com/app/goods/3040869?loc=goods_rank,F23QD844,여,4.5천 회 이상,50개 이상,888
260위,무신사 스탠다드,테이퍼드 치노 팬츠 [블랙],https://www.musinsa.com/app/goods/743456?loc=goods_rank,MHPT3003-BK,남,7.2천 회 이상,3.5천 개 이상,"6,829"
261위,아카이브 볼드,939 LOGO SWEAT PANTS (DEEP RED),https://www.musinsa.com/app/goods/1554661?loc=goods_rank,20FW-SP-003,남,7.4천 회 이상,3.8천 개 이상,"13,216"
262위,노스페이스,NP6KP02A 시드 테크 트레이닝 팬츠,https://www.musinsa.com/app/goods/3045578?loc=goods_rank,NP6KP02A,남,300회 이상,,29
263위,무신사 스탠다드,코튼 와이드 벌룬 팬츠 [블랙],https://www.musinsa.com/app/goods/2069530?loc=goods_rank,MMAPC507-BK,남,9.4천 회 이상,4.2천 개 이상,"4,970"
264위,굿라이프웍스,투턱 와이드 워시드 데님 팬츠 워시드인디고,https://www.musinsa.com/app/goods/2708808?loc=goods_rank,22SPGP12BL,남 여,9.8천 회 이상,1.9천 개 이상,"5,151"
265위,디앤에스알,사이드 라인 데님 블랙,https://www.musinsa.com/app/goods/3152335?loc=goods_rank,23SS,남,2.8천 회 이상,,282
266위,스컬프터,Chunky Cotton Pants Black,https://www.musinsa.com/app/goods/2731235?loc=goods_rank,SC22A445BK,남 여,900회 이상,50개 이상,957
267위,피아네르,[2장 세트] 에센셜 벌룬 스웨트팬츠 (3color),https://www.musinsa.com/app/goods/2081336?loc=goods_rank,set2055,남,1.7만 회 이상,6.3천 개 이상,"10,632"
268위,주앙옴므,PLEATED WIDE COTTON PANTS (LIGHT GREY),https://www.musinsa.com/app/goods/2619871?loc=goods_rank,J22SSPT008-LG,남,2.1천 회 이상,500개 이상,"1,180"
269위,데케트,Mid Rise Wide Jeans DCPT027BlackSide,https://www.musinsa.com/app/goods/2992788?loc=goods_rank,DCPT027BLACKS,남,8.8천 회 이상,300개 이상,"1,523"
270위,브루먼,Compact Easy Pants (Olive Grey),https://www.musinsa.com/app/goods/2642329?loc=goods_rank,22SS304OL,남,200회 이상,50개 미만,56
